jogo_id;jogo;data;fase;grupo;rodada;selecao;adversario;placar_selecao;placar_adversario;resultado;vencedor_jogo;foi_mata_mata;teve_prorrogacao;teve_penaltis;penaltis_selecao;penaltis_adversario;classificado;gols_pro;gols_contra;xg_pro;xg_contra;xg_diff;posse_pct;finalizacoes;finalizacoes_contra;finalizacoes_alvo;finalizacoes_alvo_contra;grandes_chances;grandes_chances_contra;defesas_goleiro;gols_evitados_goleiro;faltas_cometidas;faltas_sofridas;cartoes_amarelos;cartoes_vermelhos;impedimentos;escanteios;gols_bola_parada;gols_contra_ataque;gols_penalti;gols_reservas;jogador_destaque;rating_jogador_destaque;goleiro_destaque;rating_goleiro;tipo_desempenho;observacao_analitica;fonte_principal;fonte_secundaria;nivel_confianca;data_acesso
GA02_28;28;2026-06-18;Fase de grupos;A;2;Coreia do Sul;México;0;1;Derrota;México;Nao;Nao;Nao;;;Nao;0;1;;;;;;;;;;;;;;;;;;;;;;;Kim Seung-gyu;;Kim Seung-gyu;;baixo_volume_ofensivo;A Coreia criou pouco e dependeu do goleiro para seguir viva até o fim.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GA02_28;28;2026-06-18;Fase de grupos;A;2;México;Coreia do Sul;1;0;Vitoria;México;Nao;Nao;Nao;;;Sim;1;0;;;;;;;;;;;;;;;;;;;;;;;Luis Romo;;Raúl Rangel;;vitoria_clinica;Romo aproveitou erro do goleiro e colocou o México no mata-mata.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC02_29;29;2026-06-19;Fase de grupos;C;2;Brasil;Haiti;3;0;Vitoria;Brasil;Nao;Nao;Nao;;;Sim;3;0;;;;;;;;;;;;;;;;;;;;;;;Matheus Cunha;;Alisson;;dominio_total;"Cunha marcou duas vezes; Vinícius Júnior fez o terceiro.";data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC02_29;29;2026-06-19;Fase de grupos;C;2;Haiti;Brasil;0;3;Derrota;Brasil;Nao;Nao;Nao;;;Nao;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;defesa_vazada;Haiti sofreu com a qualidade técnica brasileira.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC02_30;30;2026-06-19;Fase de grupos;C;2;Escócia;Marrocos;0;1;Derrota;Marrocos;Nao;Nao;Nao;;;Nao;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;baixo_volume_ofensivo;A Escócia teve dificuldade para transformar posse em ameaça.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC02_30;30;2026-06-19;Fase de grupos;C;2;Marrocos;Escócia;1;0;Vitoria;Marrocos;Nao;Nao;Nao;;;Sim;1;0;;;;;;;;;;;;;;;;;;;;;;;Ismael Saibari;;Bono;;vitoria_clinica;Saibari decidiu cedo e o Marrocos controlou o resultado.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC03_49;49;2026-06-24;Fase de grupos;C;3;Brasil;Escócia;3;0;Vitoria;Brasil;Nao;Nao;Nao;;;Sim;3;0;;;;;;;;;;;;;;;;;;;;;;;Vinícius Júnior;;Alisson;;dominio_total;Vinícius marcou duas vezes e Cunha fechou a conta.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC03_49;49;2026-06-24;Fase de grupos;C;3;Escócia;Brasil;0;3;Derrota;Brasil;Nao;Nao;Nao;;;Nao;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;defesa_vazada;Escócia precisava do resultado, mas foi superada com clareza.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC03_50;50;2026-06-24;Fase de grupos;C;3;Haiti;Marrocos;2;4;Derrota;Marrocos;Nao;Nao;Nao;;;Nao;2;4;;;;;;;;;;;;;;;;;;;;;;;Isidor;;;;defesa_vazada;Haiti conseguiu dois gols, incluindo um contra de Bono, mas caiu defensivamente.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC03_50;50;2026-06-24;Fase de grupos;C;3;Marrocos;Haiti;4;2;Vitoria;Marrocos;Nao;Nao;Nao;;;Sim;4;2;;;;;;;;;;;;;;;;;;;;;;;Ismael Saibari;;Bono;;eficiencia_alta;Hakimi, Saibari, Rahimi e Yassine marcaram na vitória marroquina.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GA03_53;53;2026-06-24;Fase de grupos;A;3;México;Tchéquia;3;0;Vitoria;México;Nao;Nao;Nao;;;Sim;3;0;;;;;;;;;;;;;;;;;;;;;;;Mateo Chávez;;Raúl Rangel;;dominio_total;México fechou a fase de grupos com 100% de aproveitamento.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GA03_53;53;2026-06-24;Fase de grupos;A;3;Tchéquia;México;0;3;Derrota;México;Nao;Nao;Nao;;;Nao;0;3;;;;;;;;;;;;;;;;;;;;;;;Tomáš Souček;;Matěj Kovář;;defesa_vazada;"A Tchéquia foi eliminada; Souček saiu lesionado no fim segundo a Reuters.";data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GA03_54;54;2026-06-24;Fase de grupos;A;3;Coreia do Sul;África do Sul;0;1;Derrota;África do Sul;Nao;Nao;Nao;;;Nao;0;1;;;;;;;;;;;;;;;;;;;;;;;Son Heung-min;;Kim Seung-gyu;;baixo_volume_ofensivo;"A derrota eliminou a Coreia; Son terminou sem gol ou assistência, segundo a Reuters.";data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GA03_54;54;2026-06-24;Fase de grupos;A;3;África do Sul;Coreia do Sul;1;0;Vitoria;África do Sul;Nao;Nao;Nao;;;Sim;1;0;;;;;;;;;;;;;;;;;;;;;;;Thapelo Maseko;;Ronwen Williams;;vitoria_clinica;Gol de Maseko classificou os Bafana Bafana em segundo.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_73;73;2026-06-28;Round of 32;;0;Canadá;África do Sul;1;0;Vitoria;Canadá;Sim;Nao;Nao;;;Sim;1;0;;;;;;;;;;;;;;;;;;;;;;;Stephen Eustáquio;;Maxime Crépeau;;vitoria_clinica;Eustáquio marcou no fim e deu ao Canadá avanço histórico.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_73;73;2026-06-28;Round of 32;;0;África do Sul;Canadá;0;1;Derrota;Canadá;Sim;Nao;Nao;;;Nao;0;1;;;;;;;;;;;;;;;;;;;;;;;Ronwen Williams;;Ronwen Williams;;derrota_injusta_por_xg;A África do Sul teve mais posse na prévia do Match Centre, mas caiu com gol tardio.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_74;74;2026-06-29;Round of 32;;0;Alemanha;Paraguai;1;1;Empate;Paraguai;Sim;Sim;Sim;3.0;4.0;Nao;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;decisao_penaltis;A Alemanha caiu nos pênaltis após 1-1.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_74;74;2026-06-29;Round of 32;;0;Paraguai;Alemanha;1;1;Empate;Paraguai;Sim;Sim;Sim;4.0;3.0;Sim;1;1;;;;;;;;;;;;;;;;;;;;;;;Orlando Gill;;;;decisao_penaltis;O Paraguai avançou ao converter quatro cobranças na disputa.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_75;75;2026-06-29;Round of 32;;0;Marrocos;Países Baixos;1;1;Empate;Marrocos;Sim;Sim;Sim;3.0;2.0;Sim;1;1;;;;;;;;;;;;;;;;;;;;;;;Bono;;Bono;;decisao_penaltis;O Marrocos reagiu e avançou após vencer por 3-2 na disputa.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_75;75;2026-06-29;Round of 32;;0;Países Baixos;Marrocos;1;1;Empate;Marrocos;Sim;Sim;Sim;2.0;3.0;Nao;1;1;;;;;;;;;;;;;;;;;;;;;;;Cody Gakpo;;Bart Verbruggen;;decisao_penaltis;Os neerlandeses abriram o placar com Gakpo, mas perderam a disputa por pênaltis.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_76;76;2026-06-29;Round of 32;;0;Brasil;Japão;2;1;Vitoria;Brasil;Sim;Nao;Nao;;;Sim;2;1;;;;;;;;;;;;;;;;;;;;;;;Gabriel Martinelli;;Alisson;;vitoria_clinica;Martinelli marcou no fim e confirmou o Brasil nas oitavas.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_76;76;2026-06-29;Round of 32;;0;Japão;Brasil;1;2;Derrota;Brasil;Sim;Nao;Nao;;;Nao;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;eficiencia_baixa;O Japão caiu após resistir por boa parte do jogo.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_77;77;2026-06-30;Round of 32;;0;França;Suécia;3;0;Vitoria;França;Sim;Nao;Nao;;;Sim;3;0;;;;;;;;;;;;;;;;;;;;;;;Kylian Mbappé;;;;vitoria_mata_mata;"Mbappé marcou duas vezes e Barcola completou a vitória; França dominou o segundo tempo e avançou às oitavas.";data/resultados_reais.csv;pesquisa_web_2026-07-01;Alta;2026-07-01
R32_77;77;2026-06-30;Round of 32;;0;Suécia;França;0;3;Derrota;França;Sim;Nao;Nao;;;Nao;0;3;;;;;;;;;;;;;;;;;;;;;;;Jacob Widell Zetterström;;Jacob Widell Zetterström;;eliminado_mata_mata;"A Suécia teve dificuldade para conter a velocidade francesa; Zetterström foi citado com volume alto de defesas.";data/resultados_reais.csv;pesquisa_web_2026-07-01;Alta;2026-07-01
R32_79;79;2026-06-30;Round of 32;;0;Equador;México;0;2;Derrota;México;Sim;Nao;Nao;;;Nao;0;2;;;;;;;;;;;;;;;;;;;;;;;Piero Hincapié;;;;eliminado_mata_mata;"Equador teve mais posse em parte do jogo, mas pouca ameaça real; Piero Hincapié foi expulso no fim.";data/resultados_reais.csv;pesquisa_web_2026-07-01;Alta;2026-07-01
R32_79;79;2026-06-30;Round of 32;;0;México;Equador;2;0;Vitoria;México;Sim;Nao;Nao;;;Sim;2;0;;;;;;;;;;;;;;;;;;;;;;;Julián Quiñones;;Raúl Rangel;;vitoria_mata_mata;"Quiñones abriu o placar e Jiménez ampliou ainda no primeiro tempo; México manteve quarta vitória e quarto clean sheet.";data/resultados_reais.csv;pesquisa_web_2026-07-01;Alta;2026-07-01
R32_80;80;2026-07-01;Round of 32;;0;Inglaterra;RD Congo;2;1;Vitoria;Inglaterra;Sim;Nao;Nao;;;Sim;2;1;;;;;;;;;;;;;;;;;;;;;;;Harry Kane;;Jordan Pickford;;vitoria_mata_mata;"Inglaterra saiu atrás, mas Harry Kane marcou duas vezes no fim; Anthony Gordon entrou e deu duas assistências.";data/resultados_reais.csv;pesquisa_web_2026-07-01;Alta;2026-07-01
R32_80;80;2026-07-01;Round of 32;;0;RD Congo;Inglaterra;1;2;Derrota;Inglaterra;Sim;Nao;Nao;;;Nao;1;2;;;;;;;;;;;;;;;;;;;;;;;Brian Cipenga;;Lionel Mpasi;;eliminado_mata_mata;RD Congo abriu o placar cedo com Brian Cipenga e competiu bem, mas sofreu a virada nos minutos finais.;data/resultados_reais.csv;pesquisa_web_2026-07-01;Alta;2026-07-01
R32_82;82;2026-07-01;Round of 32;;0;Bélgica;Senegal;3;2;Vitoria;Bélgica;Sim;Sim;Nao;;;Sim;3;2;;;;;;;;;;;;;;;;;;;;;;;Youri Tielemans;;Thibaut Courtois;;vitoria_mata_mata;"Bélgica perdia por 2-0 até os minutos finais; Lukaku diminuiu, Tielemans empatou e decidiu de pênalti na prorrogação.";data/resultados_reais.csv;pesquisa_web_2026-07-01;Alta;2026-07-01
R32_82;82;2026-07-01;Round of 32;;0;Senegal;Bélgica;2;3;Derrota;Bélgica;Sim;Sim;Nao;;;Nao;2;3;;;;;;;;;;;;;;;;;;;;;;;Ismaïla Sarr;;;;eliminado_mata_mata;Senegal dominou boa parte do jogo com gols de Diarra e Sarr, mas sofreu empate no fim e caiu na prorrogação.;data/resultados_reais.csv;pesquisa_web_2026-07-01;Alta;2026-07-01
R32_81;81;2026-07-01;Round of 32;NA;0;Estados Unidos;Bósnia e Herzegovina;2;0;Vitoria;Estados Unidos;Sim;Nao;Nao;NA;NA;Sim;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vitoria_mata_mata;Estados Unidos venceu e avançou no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_81;81;2026-07-01;Round of 32;NA;0;Bósnia e Herzegovina;Estados Unidos;0;2;Derrota;Estados Unidos;Sim;Nao;Nao;NA;NA;Nao;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;eliminado_mata_mata;Bósnia e Herzegovina foi eliminado no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_83;83;2026-07-02;Round of 32;NA;0;Portugal;Croácia;2;1;Vitoria;Portugal;Sim;Nao;Nao;NA;NA;Sim;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vitoria_mata_mata;Portugal venceu e avançou no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_83;83;2026-07-02;Round of 32;NA;0;Croácia;Portugal;1;2;Derrota;Portugal;Sim;Nao;Nao;NA;NA;Nao;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;eliminado_mata_mata;Croácia foi eliminado no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_84;84;2026-07-02;Round of 32;NA;0;Espanha;Áustria;3;0;Vitoria;Espanha;Sim;Nao;Nao;NA;NA;Sim;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vitoria_mata_mata;Espanha venceu e avançou no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_84;84;2026-07-02;Round of 32;NA;0;Áustria;Espanha;0;3;Derrota;Espanha;Sim;Nao;Nao;NA;NA;Nao;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;eliminado_mata_mata;Áustria foi eliminado no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_85;85;2026-07-02;Round of 32;NA;0;Suíça;Argélia;2;0;Vitoria;Suíça;Sim;Nao;Nao;NA;NA;Sim;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vitoria_mata_mata;Suíça venceu e avançou no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_85;85;2026-07-02;Round of 32;NA;0;Argélia;Suíça;0;2;Derrota;Suíça;Sim;Nao;Nao;NA;NA;Nao;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;eliminado_mata_mata;Argélia foi eliminado no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_86;86;2026-07-03;Round of 32;NA;0;Argentina;Cabo Verde;3;2;Vitoria;Argentina;Sim;Sim;Nao;NA;NA;Sim;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vitoria_mata_mata;Argentina venceu e avançou no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_86;86;2026-07-03;Round of 32;NA;0;Cabo Verde;Argentina;2;3;Derrota;Argentina;Sim;Sim;Nao;NA;NA;Nao;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;eliminado_mata_mata;Cabo Verde foi eliminado no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_87;87;2026-07-03;Round of 32;NA;0;Colômbia;Gana;3;0;Vitoria;Colômbia;Sim;Nao;Nao;NA;NA;Sim;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vitoria_mata_mata;Colômbia venceu e avançou no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_87;87;2026-07-03;Round of 32;NA;0;Gana;Colômbia;0;3;Derrota;Colômbia;Sim;Nao;Nao;NA;NA;Nao;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;eliminado_mata_mata;Gana foi eliminado no mata-mata.;data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_88;88;2026-07-03;Round of 32;NA;0;Austrália;Egito;1;1;Empate;Egito;Sim;Sim;Sim;2;4;Nao;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decisao_penaltis;"Empate no jogo; Egito avançou.";data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
R32_88;88;2026-07-03;Round of 32;NA;0;Egito;Austrália;1;1;Empate;Egito;Sim;Sim;Sim;4;2;Sim;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decisao_penaltis;"Empate no jogo; Egito avançou.";data/resultados_reais.csv;pesquisa_web_2026-07-03;Alta;2026-07-03
