jogo,data,fase,grupo,equipe1,equipe2,team1_id,team2_id,has_real,gols1_real,gols2_real,target_goal_diff,target_total_goals,days_from_start,is_knockout,grupo_num,diff_forca_modelo_0_100,sum_forca_modelo_0_100,diff_ataque_score,sum_ataque_score,diff_meio_score,sum_meio_score,diff_defesa_score,sum_defesa_score,diff_goleiro_score,sum_goleiro_score,diff_experiencia_score,sum_experiencia_score,diff_intensidade_valor,sum_intensidade_valor,diff_posse_valor,sum_posse_valor,diff_pressao_valor,sum_pressao_valor,diff_player_proxy_mean,sum_player_proxy_mean,diff_player_proxy_top18,sum_player_proxy_top18,diff_league_score_mean,sum_league_score_mean,diff_league_score_top11,sum_league_score_top11,diff_caps_mean,sum_caps_mean,diff_caps_total,sum_caps_total,diff_caps_total_players,sum_caps_total_players,diff_goals_selection_total_players,sum_goals_selection_total_players,diff_gols_selecao_total,sum_gols_selecao_total,attack_vs_def_1,attack_vs_def_2,press_vs_posse_1,press_vs_posse_2
11,2026-06-14,Fase de grupos,F,Países Baixos,Japão,35,29,True,2.0,2.0,0.0,4.0,3,0.0,6,1.5,136.7,0.4299999999999997,10.59,-1.2599999999999998,13.42,0.9300000000000006,11.45,0.3699999999999992,10.83,0.1399999999999988,16.4,-1.2000000000000002,14.8,1.2000000000000002,14.8,0.0,13.6,0.3538461538461535,12.807692307692307,0.2777777777777777,14.38888888888889,0.9807692307692317,16.557692307692307,0.2727272727272734,17.727272727272727,-3.7307692307692335,73.65384615384616,54,1764,-97.0,1915.0,39.0,285.0,42,282,0.25,-1.1100000000000003,0.0,-1.2000000000000002
12,2026-06-14,Fase de grupos,F,Suécia,Tunísia,41,44,True,5.0,1.0,4.0,6.0,3,0.0,6,2.6999999999999957,114.9,0.7300000000000004,8.91,0.16000000000000014,10.86,-0.07000000000000028,9.39,0.4300000000000006,9.969999999999999,-0.2400000000000002,14.66,-1.7999999999999998,11.8,3.8,9.8,1.0,9.0,1.1346153846153841,11.31923076923077,1.1499999999999995,12.961111111111112,0.4615384615384617,15.115384615384615,0.0,17.454545454545453,14.53846153846154,62.84615384615385,-65,1191,378.0,1634.0,78.0,168.0,27,117,0.08999999999999986,-0.5700000000000003,2.0,-2.8
13,2026-06-15,Fase de grupos,H,Arábia Saudita,Uruguai,2,46,True,1.0,1.0,0.0,2.0,4,0.0,8,-2.8999999999999986,129.7,0.4299999999999997,9.91,-0.8199999999999994,12.219999999999999,-0.5700000000000003,10.81,-0.4300000000000006,12.370000000000001,0.0,16.78,-1.0,17.0,0.0,10.0,-1.2000000000000002,14.8,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,2,1916,0.0,2012.0,0.0,246.0,20,174,-0.5200000000000005,-0.3799999999999999,1.7999999999999998,3.0
14,2026-06-15,Fase de grupos,H,Espanha,Cabo Verde,21,10,True,0.0,0.0,0.0,0.0,4,0.0,8,9.600000000000009,128.2,1.4900000000000002,10.09,1.7300000000000004,13.09,-0.14000000000000057,10.0,0.8700000000000001,12.27,-0.23000000000000043,16.05,0.0,16.0,5.0,13.0,3.0,13.0,0.5500000000000007,11.903846153846153,0.7999999999999998,13.31111111111111,1.0384615384615383,14.538461538461538,1.09090909090909,16.363636363636363,5.7307692307692335,71.65384615384616,-83,1631,149.0,1863.0,46.0,200.0,43,197,0.7199999999999998,-0.6299999999999999,4.0,-4.0
15,2026-06-15,Fase de grupos,G,Irã,Nova Zelândia,27,34,True,2.0,2.0,0.0,4.0,4,0.0,7,4.199999999999996,124.0,0.0,9.24,0.4399999999999995,11.76,0.3199999999999994,10.7,0.6400000000000006,10.5,0.75,17.07,0.0,10.0,1.0,7.0,0.0,6.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,343,2071,0.0,2012.0,0.0,246.0,41,259,-0.5700000000000003,-0.8899999999999997,0.0,-1.0
16,2026-06-15,Fase de grupos,G,Bélgica,Egito,7,18,True,1.0,1.0,0.0,2.0,4,0.0,7,10.399999999999999,129.2,0.6299999999999999,10.21,1.8500000000000005,12.05,0.7800000000000002,10.440000000000001,1.08,10.98,0.5800000000000001,16.9,-1.7999999999999998,11.8,3.0,13.0,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,253,1981,0.0,2012.0,0.0,246.0,82,346,0.5899999999999999,-0.8200000000000003,0.0,-3.0
17,2026-06-16,Fase de grupos,I,França,Senegal,23,40,True,3.0,1.0,2.0,4.0,5,0.0,9,-2.200000000000003,129.8,0.010000000000000675,10.79,-0.33999999999999986,12.6,0.04999999999999982,10.489999999999998,-0.10000000000000053,11.64,-0.5199999999999996,16.66,0.0,16.0,0.0,10.0,-1.7999999999999998,11.8,0.16538461538461569,12.288461538461538,0.18333333333333268,13.927777777777777,-0.7884615384615383,16.365384615384613,-0.2727272727272734,17.727272727272727,-1.6153846153846132,79.0,-216,1880,-42.0,2054.0,-11.0,257.0,-28,240,0.1800000000000006,0.1200000000000001,0.0,1.7999999999999998
18,2026-06-16,Fase de grupos,I,Iraque,Noruega,28,33,True,1.0,4.0,-3.0,5.0,5,0.0,9,-6.799999999999997,121.8,-0.5,9.6,-0.9000000000000004,10.98,-0.5799999999999992,10.04,-0.5399999999999991,12.0,0.07000000000000028,16.23,0.0,13.6,-1.0,9.0,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,28,1694,0.0,2012.0,0.0,246.0,-38,216,-0.7599999999999998,0.3199999999999994,0.0,1.0
19,2026-06-16,Fase de grupos,J,Argentina,Argélia,4,3,True,3.0,0.0,3.0,3.0,5,0.0,10,6.1000000000000085,135.7,0.2599999999999998,10.86,1.1900000000000004,13.21,0.10000000000000053,11.719999999999999,1.2000000000000002,10.8,1.040000000000001,17.060000000000002,1.7999999999999998,11.8,3.0,13.0,0.0,10.0,0.39615384615384563,12.85,0.4722222222222223,14.583333333333332,0.865384615384615,16.442307692307693,0.2727272727272734,17.727272727272727,10.653846153846153,88.03846153846155,474,2092,277.0,2289.0,105.0,351.0,105,351,-0.25,-0.6100000000000003,0.0,-3.0
20,2026-06-16,Fase de grupos,J,Áustria,Jordânia,6,30,True,3.0,1.0,2.0,4.0,5,0.0,10,7.3999999999999915,127.8,0.4300000000000006,9.530000000000001,1.3899999999999997,11.61,0.5599999999999996,10.440000000000001,-0.1299999999999999,10.870000000000001,-0.11999999999999922,17.259999999999998,1.0,17.0,2.0,8.0,4.0,12.0,0.05769230769230749,12.51153846153846,0.13888888888888928,14.25,0.6730769230769234,16.25,0.2727272727272734,17.727272727272727,1.1538461538461533,78.53846153846155,-59,2131,30.0,2042.0,28.0,274.0,59,243,0.040000000000000036,-0.9500000000000002,5.0,-1.0
21,2026-06-17,Fase de grupos,L,Gana,Panamá,24,36,True,1.0,0.0,1.0,1.0,6,0.0,12,-13.100000000000001,125.30000000000001,-0.5600000000000005,9.68,-1.67,12.93,-1.6000000000000005,10.620000000000001,-0.9000000000000004,10.76,-2.16,16.86,-1.2000000000000002,14.8,1.0,7.0,1.0,7.0,-0.3461538461538467,12.8,-0.27777777777777946,14.38888888888889,1.3846153846153841,14.192307692307693,1.1818181818181808,16.272727272727273,-21.730769230769226,99.11538461538461,-971,2171,-565.0,2577.0,-4.0,250.0,-58,196,-1.5500000000000007,0.6100000000000003,1.0,-1.0
22,2026-06-17,Fase de grupos,L,Inglaterra,Croácia,26,16,True,4.0,2.0,2.0,6.0,6,0.0,12,-1.0,135.4,0.33999999999999986,10.64,-0.5099999999999998,13.09,-0.6800000000000006,10.8,0.4299999999999997,12.57,-0.7100000000000009,17.05,3.0,13.0,0.0,16.0,1.7999999999999998,11.8,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-323,2061,0.0,2012.0,0.0,246.0,-3,309,-0.25,0.09000000000000075,-1.2000000000000002,-3.0
23,2026-06-17,Fase de grupos,K,Portugal,RD Congo,38,39,True,1.0,1.0,0.0,2.0,6,0.0,11,10.099999999999994,132.1,1.1100000000000003,10.629999999999999,1.7300000000000004,12.91,0.6600000000000001,11.26,0.6000000000000005,10.46,0.8300000000000001,16.93,0.0,16.0,4.0,12.0,1.7999999999999998,11.8,0.9230769230769234,12.330769230769231,1.0000000000000009,13.822222222222223,0.6923076923076916,16.269230769230766,0.0,18.0,14.23076923076923,77.46153846153847,370,2014,370.0,2014.0,183.0,345.0,183,345,0.5700000000000003,-1.2000000000000002,2.8,-3.0
24,2026-06-17,Fase de grupos,K,Uzbequistão,Colômbia,47,13,True,1.0,3.0,-2.0,4.0,6,0.0,11,-7.899999999999999,127.69999999999999,-0.40000000000000036,9.66,-0.5200000000000005,12.280000000000001,-1.3399999999999999,10.66,-1.3600000000000003,10.899999999999999,-0.1899999999999995,17.11,-3.0,13.0,-2.8,10.8,-2.8,10.8,-0.08076923076923048,12.534615384615385,-0.016666666666666607,14.127777777777776,-0.11538461538461586,15.692307692307693,0.0,17.454545454545453,-2.576923076923073,79.96153846153845,-85,2061,-67.0,2079.0,11.0,235.0,8,232,-1.37,0.3700000000000001,-2.8,2.8
25,2026-06-18,Fase de grupos,A,Tchéquia,África do Sul,43,0,True,1.0,1.0,0.0,2.0,7,0.0,1,2.5,121.1,0.08000000000000007,9.9,-0.9799999999999995,12.46,0.9399999999999995,9.74,-0.23000000000000043,10.43,0.6800000000000006,15.120000000000001,0.0,16.0,0.0,8.0,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,204,1336,0.0,2012.0,0.0,246.0,32,168,0.5899999999999999,-0.4299999999999997,1.0,1.0
26,2026-06-18,Fase de grupos,B,Suíça,Bósnia e Herzegovina,42,8,True,4.0,1.0,3.0,5.0,7,0.0,2,15.099999999999994,125.1,1.3399999999999999,9.86,1.8600000000000003,11.46,0.8399999999999999,10.78,0.6600000000000001,10.2,1.3499999999999996,16.369999999999997,1.7999999999999998,11.8,1.0,9.0,2.0,8.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,535,1825,0.0,2012.0,0.0,246.0,34,228,0.6299999999999999,-1.5499999999999998,1.0,-2.0
27,2026-06-18,Fase de grupos,B,Canadá,Catar,11,12,True,6.0,0.0,6.0,6.0,7,0.0,2,0.4000000000000057,133.6,0.25,11.01,0.5099999999999998,12.67,0.009999999999999787,10.59,-0.16999999999999993,11.37,-1.08,18.08,4.0,14.0,-3.0,13.0,3.0,13.0,0.0,12.453846153846154,-0.049999999999998934,14.061111111111112,0.1538461538461542,15.73076923076923,0.2727272727272734,17.727272727272727,-0.0384615384615401,77.34615384615384,-613,2623,-1.0,2011.0,17.0,263.0,-77,357,0.33999999999999986,0.08000000000000007,0.0,0.0
28,2026-06-18,Fase de grupos,A,México,Coreia do Sul,32,14,True,1.0,0.0,1.0,1.0,7,0.0,1,0.5,135.3,-0.08999999999999986,10.11,-1.0099999999999998,12.57,1.7000000000000002,11.52,-0.27000000000000046,12.129999999999999,0.5199999999999996,17.52,0.0,16.0,0.0,10.0,0.0,13.6,0.2269230769230779,12.542307692307691,0.0,14.38888888888889,0.07692307692307665,14.884615384615385,-0.2727272727272734,16.636363636363637,10.115384615384613,87.5,263,2275,263.0,2275.0,-21.0,267.0,-21,267,0.09999999999999964,-1.5100000000000007,1.7999999999999998,1.7999999999999998
29,2026-06-19,Fase de grupos,C,Brasil,Haiti,9,25,True,3.0,0.0,3.0,3.0,8,0.0,3,8.700000000000003,127.10000000000001,0.6200000000000001,10.399999999999999,2.0599999999999996,10.780000000000001,0.41000000000000014,10.47,-0.2999999999999998,13.100000000000001,0.79,16.01,0.0,16.0,5.0,11.0,4.2,10.2,0.8230769230769228,11.630769230769232,0.8055555555555554,13.305555555555555,0.21153846153846168,15.365384615384615,0.1363636363636349,17.31818181818182,12.730769230769234,64.65384615384616,289,1639,331.0,1681.0,7.0,239.0,43,275,0.47999999999999954,-0.5500000000000007,4.2,-5.0
30,2026-06-19,Fase de grupos,C,Escócia,Marrocos,20,31,True,0.0,1.0,-1.0,1.0,8,0.0,3,5.400000000000006,132.4,0.5599999999999996,9.780000000000001,1.3600000000000003,12.98,0.7400000000000002,11.1,0.1999999999999993,12.66,0.6799999999999997,16.38,0.0,16.0,-1.0,9.0,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,267,1775,0.0,2012.0,0.0,246.0,-8,206,-0.009999999999999787,-1.3099999999999996,0.0,1.0
31,2026-06-19,Fase de grupos,D,Turquia,Paraguai,45,37,True,0.0,1.0,-1.0,1.0,8,0.0,4,9.299999999999997,128.7,0.9799999999999995,9.64,1.1500000000000004,12.93,1.0699999999999994,11.71,1.5,10.7,0.7299999999999995,16.33,0.0,16.0,2.8,10.8,1.7999999999999998,11.8,0.1923076923076925,12.646153846153847,0.0,14.11111111111111,0.23076923076923173,15.807692307692308,0.0,17.454545454545453,0.5769230769230731,77.96153846153845,284,1758,15.0,2027.0,-23.0,223.0,45,155,-0.010000000000000675,-2.0599999999999996,2.8,-1.7999999999999998
32,2026-06-19,Fase de grupos,D,Estados Unidos,Austrália,22,5,True,2.0,0.0,2.0,2.0,8,0.0,4,10.100000000000001,131.9,1.0599999999999996,10.879999999999999,1.4399999999999995,12.32,1.1600000000000001,11.18,0.0,11.46,0.5800000000000001,16.439999999999998,0.0,16.0,2.8,10.8,3.0,13.0,0.7653846153846153,11.688461538461539,0.7111111111111104,13.4,0.38461538461538414,15.192307692307693,0.0,17.454545454545453,8.653846153846153,68.73076923076923,228,1790,225.0,1787.0,48.0,198.0,56,206,0.96,-1.2599999999999998,4.0,-1.7999999999999998
33,2026-06-20,Fase de grupos,E,Alemanha,Costa do Marfim,1,15,True,2.0,1.0,1.0,3.0,9,0.0,5,6.299999999999997,132.7,-0.11000000000000032,9.95,0.22000000000000064,13.08,0.7300000000000004,11.33,1.0,11.6,0.3800000000000008,16.08,0.0,16.0,3.0,13.0,1.2000000000000002,14.8,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,138,1646,0.0,2012.0,0.0,246.0,29,201,-0.3799999999999999,-1.0,3.0,-1.2000000000000002
34,2026-06-20,Fase de grupos,E,Equador,Curaçao,19,17,True,0.0,0.0,0.0,0.0,9,0.0,5,2.3999999999999986,121.4,-0.15000000000000036,9.43,-1.2000000000000002,12.02,0.96,10.36,-1.0,10.66,0.4499999999999993,15.61,4.0,14.0,3.8,9.8,5.0,11.0,0.7192307692307693,11.734615384615385,0.9055555555555559,13.205555555555556,0.3076923076923075,15.26923076923077,0.8181818181818175,16.636363636363637,13.03846153846154,64.34615384615384,149,1483,339.0,1673.0,50.0,196.0,23,169,-0.0600000000000005,-0.8700000000000001,5.0,-3.8
35,2026-06-20,Fase de grupos,F,Países Baixos,Suécia,35,41,True,5.0,1.0,4.0,6.0,9,0.0,6,10.299999999999997,127.89999999999999,0.6899999999999995,10.33,0.5700000000000003,11.59,1.5300000000000002,10.850000000000001,0.39999999999999947,10.8,1.0599999999999996,15.48,1.7999999999999998,11.8,1.2000000000000002,14.8,1.7999999999999998,11.8,0.3538461538461535,12.807692307692307,0.2777777777777777,14.38888888888889,0.9807692307692317,16.557692307692307,0.2727272727272734,17.727272727272727,-3.7307692307692335,73.65384615384616,346,1472,-97.0,1915.0,39.0,285.0,90,234,0.8499999999999996,-1.37,0.0,-3.0
36,2026-06-20,Fase de grupos,F,Tunísia,Japão,44,29,True,0.0,4.0,-4.0,4.0,9,0.0,6,-11.499999999999993,123.69999999999999,-0.9900000000000002,9.17,-1.9900000000000002,12.69,-0.5299999999999994,9.99,-0.46000000000000085,10.0,-0.6800000000000006,15.580000000000002,-1.2000000000000002,14.8,-3.8,9.8,-2.8,10.8,-1.1346153846153841,11.31923076923077,-1.1499999999999995,12.961111111111112,-0.4615384615384617,15.115384615384615,0.0,17.454545454545453,-14.53846153846154,62.84615384615385,-227,1483,-378.0,1634.0,-78.0,168.0,-75,165,-1.17,0.34999999999999964,-2.8,3.8
37,2026-06-21,Fase de grupos,H,Uruguai,Cabo Verde,46,10,True,2.0,2.0,0.0,4.0,10,0.0,8,7.0,125.6,0.4400000000000004,9.04,0.8399999999999999,12.2,0.6200000000000001,10.760000000000002,0.7000000000000002,12.100000000000001,0.25,16.53,1.0,17.0,1.0,9.0,3.0,13.0,0.5500000000000007,11.903846153846153,0.7999999999999998,13.31111111111111,1.0384615384615383,14.538461538461538,1.09090909090909,16.363636363636363,5.7307692307692335,71.65384615384616,100,1814,149.0,1863.0,46.0,200.0,0,154,-0.33000000000000007,-1.3900000000000006,4.0,0.0
38,2026-06-21,Fase de grupos,H,Espanha,Arábia Saudita,21,2,True,4.0,0.0,4.0,4.0,10,0.0,8,5.500000000000007,132.3,0.6200000000000001,10.96,1.71,13.11,-0.1900000000000004,10.05,0.6000000000000005,12.54,-0.4800000000000004,16.3,0.0,16.0,4.0,14.0,1.2000000000000002,14.8,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-185,1733,0.0,2012.0,0.0,246.0,23,217,0.6699999999999999,0.2400000000000002,3.0,-2.2
39,2026-06-21,Fase de grupos,G,Bélgica,Irã,7,27,True,0.0,0.0,0.0,0.0,10,0.0,7,5.700000000000003,133.89999999999998,0.7999999999999998,10.04,0.8500000000000005,13.05,0.10000000000000053,11.120000000000001,0.45999999999999996,11.600000000000001,-0.16999999999999993,17.65,0.0,10.0,4.0,12.0,2.0,8.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-90,2324,0.0,2012.0,0.0,246.0,64,364,-0.08999999999999986,-0.9900000000000002,1.0,-5.0
40,2026-06-21,Fase de grupos,G,Nova Zelândia,Egito,34,18,True,1.0,3.0,-2.0,4.0,10,0.0,7,0.5,119.3,-0.16999999999999993,9.41,0.5600000000000005,10.76,0.3600000000000003,10.02,-0.020000000000000462,9.879999999999999,0.0,16.32,-1.7999999999999998,11.8,-2.0,8.0,-2.0,8.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,0,1728,0.0,2012.0,0.0,246.0,-23,241,-0.20999999999999996,-0.40000000000000036,-2.0,2.0
41,2026-06-22,Fase de grupos,I,Noruega,Senegal,33,40,True,3.0,2.0,1.0,5.0,11,0.0,9,-1.7000000000000028,130.3,-0.33999999999999986,10.44,-0.5299999999999994,12.41,0.08999999999999986,10.53,0.39999999999999947,12.14,-0.5099999999999998,16.67,-1.2000000000000002,14.8,0.0,10.0,-1.7999999999999998,11.8,0.16538461538461569,12.288461538461538,0.18333333333333268,13.927777777777777,-0.7884615384615383,16.365384615384613,-0.2727272727272734,17.727272727272727,-1.6153846153846132,79.0,-215,1881,-42.0,2054.0,-11.0,257.0,-7,261,-0.16999999999999993,0.08000000000000007,0.0,1.7999999999999998
42,2026-06-22,Fase de grupos,I,França,Iraque,23,28,True,3.0,0.0,3.0,3.0,11,0.0,9,6.299999999999997,121.3,0.8500000000000005,9.95,1.0899999999999999,11.17,0.5399999999999991,10.0,0.03999999999999915,11.5,-0.08000000000000007,16.22,1.2000000000000002,14.8,1.0,9.0,0.0,10.0,0.0,12.453846153846154,0.0,14.11111111111111,0.0,15.576923076923077,0.0,17.454545454545453,0.0,77.38461538461539,-29,1693,0.0,2012.0,0.0,246.0,17,195,0.6699999999999999,-0.7199999999999998,1.0,0.0
43,2026-06-22,Fase de grupos,J,Argentina,Áustria,4,6,True,2.0,0.0,2.0,2.0,11,0.0,10,3.3000000000000114,138.5,0.5799999999999992,10.54,0.7000000000000002,13.7,0.41000000000000014,11.41,0.6299999999999999,11.370000000000001,0.4800000000000004,17.62,-2.2,15.8,3.0,13.0,-3.0,13.0,0.33846153846153815,12.907692307692308,0.33333333333333304,14.722222222222221,0.19230769230769162,17.115384615384613,0.0,18.0,9.5,89.1923076923077,247,2319,247.0,2319.0,77.0,379.0,77,379,0.05999999999999961,-0.9299999999999997,0.0,0.0
