grupo,selecao,selecao_xlsx,codigo,tecnico,estilo_tecnico,sistema_base,intensidade,posse,pressao,risco_tatico,jogadores,media_proxy,top11_proxy,top18_proxy,ataque_score,meio_score,defesa_score,goleiro_score,caps_media,caps_total,gols_selecao_total,experiencia_score,intensidade_valor,posse_valor,pressao_valor,forca_modelo_0_100,qtd_jogadores,liga_media,liga_top11,qualidade_top11,qualidade_top18,idade_media,caps_mediana,arbitragem_rigor_medio_0_10,arbitragem_fluidez_media_0_10,arbitragem_var_media_0_10,arbitragem_penalti_media_0_10,competitividade_liga_0_100,qualidade_jogadores_0_100,equilibrio_setores_0_100,rating_inicial_0_100,fonte_rating
C,Brasil,Brazil,BRA,ANCELOTTI Carlo,"equilíbrio, liberdade ofensiva e transição de elite",4-3-3 / 4-2-3-1,alta,alta,alta situacional,espaço entre linhas quando perde bola,26,6.15,7.79,7.09,5.51,6.42,5.44,6.4,37.1,964,159,8.4,8.0,8.0,7.2,67.9,26,8.792307692307691,9.909090909090908,7.719545454545455,7.107055555555555,28.884615384615383,25.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,99.09090909090908,71.07055555555556,59.42500000000001,73.38,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
L,Inglaterra,England,ENG,TUCHEL Thomas,"controle, pressão em momentos e qualidade entrelinhas",4-2-3-1 / 3-4-2-1,alta,alta,média-alta,encaixe entre muitos jogadores criativos,26,6.03,7.93,6.97,5.49,6.29,5.06,6.5,33.4,869,153,8.17,8.0,8.0,6.8,67.2,26,9.838461538461539,10.0,7.98890909090909,7.2317222222222215,26.76923076923077,19.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,100.0,72.31722222222221,58.35,73.24,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
D,Turquia,Türkiye,TUR,MONTELLA Vincenzo,posse vertical e talento entrelinhas,4-2-3-1 / 4-3-3,alta,média-alta,média-alta,controle defensivo,26,6.42,7.65,7.06,5.31,7.04,6.39,6.1,39.3,1021,100,8.53,8.0,6.8,6.8,69.0,26,8.546153846153846,9.363636363636363,7.319090909090909,6.912722222222222,27.23076923076923,33.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,93.63636363636363,69.12722222222223,62.099999999999994,72.96,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
J,Áustria,Austria,AUT,RANGNICK Ralf,"gegenpressing, verticalidade e pressão constante",4-2-2-2 / 4-2-3-1,muito alta,média,alta,espaço nas costas da pressão,26,6.28,8.03,7.19,4.98,6.5,5.5,5.37,39.8,1036,151,8.57,9.0,5.0,8.0,67.6,26,8.873076923076923,9.6,7.844,7.148611111111112,28.23076923076923,33.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,96.0,71.48611111111111,55.875,72.5,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
K,Colômbia,Colombia,COL,LORENZO Nestor,"equilíbrio, lado forte ofensivo e transição",4-2-3-1 / 4-3-3,alta,média-alta,média-alta,dependência de criatividade entrelinhas,26,6.31,7.81,7.07,5.03,6.4,6.0,6.13,41.3,1073,112,8.65,8.0,6.8,6.8,67.8,26,8.461538461538462,9.427272727272728,7.569636363636363,6.979222222222222,29.653846153846153,36.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,94.27272727272728,69.79222222222222,58.9,72.34,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
F,Japão,Japan,JPN,MORIYASU Hajime,"adaptação, intensidade e transição técnica",4-2-3-1 / 3-4-2-1,alta,média-alta,média-alta,duelos físicos aéreos,26,6.18,7.9,7.15,5.08,7.34,5.26,5.23,32.9,855,120,8.13,8.0,6.8,6.8,67.6,26,8.611538461538462,9.60909090909091,7.501818181818181,6.959444444444444,26.96153846153846,28.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,96.0909090909091,69.59444444444445,57.275,72.04,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
I,Senegal,Senegal,SEN,THIAW Pape,"potência, transição e bloco atlético",4-3-3 / 4-2-3-1,alta,média,média-alta,organização contra posse longa,26,6.06,7.59,6.87,5.39,6.47,5.22,5.87,40.3,1048,134,8.59,8.0,5.0,6.8,66.0,26,8.992307692307692,9.872727272727273,7.566636363636365,6.961666666666667,26.73076923076923,32.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,98.72727272727273,69.61666666666667,57.375,71.99,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
B,Canadá,Canada,CAN,MARSCH Jesse,"pressão alta, verticalidade e transição rápida",4-2-3-1 / 3-4-3,muito alta,média,alta,controle emocional e exposição dos laterais,26,6.23,7.64,7.01,5.63,6.59,5.3,5.6,38.7,1005,140,8.5,9.0,5.0,8.0,67.0,26,8.319230769230769,9.718181818181819,7.4274545454545455,6.833611111111111,26.53846153846154,30.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,97.18181818181819,68.33611111111111,57.8,71.92,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
H,Uruguai,Uruguay,URU,BIELSA Marcelo,"pressão homem a homem, ritmo alto e verticalidade",4-3-3 / 4-2-3-1,muito alta,média,alta,cartões e espaço às costas,26,6.22,7.6,6.94,4.74,6.52,5.69,6.4,36.8,957,77,8.39,9.0,5.0,8.0,66.3,26,8.430769230769231,9.436363636363636,7.381090909090909,6.791222222222222,28.307692307692307,32.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,94.36363636363636,67.91222222222223,58.375,71.07,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
I,Noruega,Norway,NOR,SOLBAKKEN Stale,"verticalidade, jogo para Haaland e força aérea",4-3-3 / 4-4-2,média-alta,média,média,previsibilidade ofensiva,26,6.11,7.51,6.82,5.05,5.94,5.31,6.27,32.0,833,127,8.08,6.8,5.0,5.0,64.3,26,9.161538461538461,9.963636363636363,7.568999999999999,6.965277777777777,26.346153846153847,27.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,99.63636363636363,69.65277777777777,56.425,71.01,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
A,México,Mexico,MEX,AGUIRRE Javier,"pragmático, competitivo, transição e bola parada",4-3-3 / 4-2-3-1,alta,média,média-alta,controle emocional em mata-mata,26,6.38,7.75,7.19,5.01,5.78,6.61,5.93,48.8,1269,123,9.02,8.0,5.0,6.8,67.9,26,7.638461538461538,8.609090909090908,7.363454545454545,6.816611111111111,27.53846153846154,41.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,86.09090909090908,68.16611111111112,58.324999999999996,70.84,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
A,Coreia do Sul,Korea Republic,KOR,HONG Myungbo,"intensidade, velocidade e jogo pelos lados",4-2-3-1,alta,média,média-alta,espaço nas laterais,26,6.16,8.05,7.19,5.1,6.79,4.91,6.2,38.7,1006,144,8.5,8.0,5.0,6.8,67.4,26,7.634615384615385,8.981818181818182,7.692818181818183,6.793777777777778,27.5,27.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,89.81818181818183,67.93777777777778,57.5,70.8,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
L,Panamá,Panama,PAN,CHRISTIANSEN Thomas,"5-4-1, bloco baixo e contra-ataque",5-4-1,alta,baixa,baixa,sustentar pressão adversária,26,6.57,7.83,7.33,5.12,7.3,6.11,5.83,60.4,1571,127,9.51,8.0,3.0,3.0,69.2,26,6.788461538461538,7.590909090909091,7.233272727272728,6.834444444444445,30.076923076923077,55.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,75.9090909090909,68.34444444444445,60.9,70.38,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
I,França,France,FRA,DESCHAMPS Didier,"pragmatismo, transição e superioridade física",4-2-3-1 / 4-3-3,alta,média,situacional,excesso de dependência de transição,26,6.05,7.23,6.66,5.4,6.13,5.27,5.77,32.0,832,106,8.07,8.0,5.0,5.0,63.8,26,9.353846153846153,9.899999999999999,7.247727272727274,6.824999999999999,26.576923076923077,31.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,98.99999999999999,68.25,56.425,70.37,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
J,Argélia,Algeria,ALG,PETKOVIC Vladimir,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,média,média,situacional,dependência de pontas e veteranos criativos,26,6.22,7.55,6.92,5.3,6.01,5.81,4.8,31.1,809,123,8.01,5.0,5.0,5.0,64.8,26,8.1,9.418181818181818,7.303818181818183,6.698055555555555,26.5,19.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,94.18181818181819,66.98055555555555,54.8,69.55,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
C,Marrocos,Morocco,MAR,OUAHBI Mohamed,organização defensiva e contra-ataque,4-3-3 / 4-1-4-1,alta,média,média,jogos em que precisa propor,26,5.72,7.65,6.67,4.61,5.81,5.18,6.23,29.0,754,107,7.85,8.0,5.0,5.0,63.5,26,8.515384615384615,9.70909090909091,7.387818181818181,6.623388888888889,26.192307692307693,17.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,97.09090909090911,66.23388888888888,54.574999999999996,69.16,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
E,Costa do Marfim,Côte D'Ivoire,CIV,FAE Emerse,"força física, transição e ataques pelos lados",4-3-3,alta,média,média-alta,controle do meio-campo,26,5.79,7.19,6.58,5.03,6.43,5.3,5.3,29.0,754,86,7.85,8.0,5.0,6.8,63.2,26,8.580769230769231,9.545454545454545,6.986090909090908,6.563111111111112,25.384615384615383,23.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,95.45454545454545,65.63111111111111,55.150000000000006,68.69,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
B,Catar,Qatar,QAT,LOPETEGUI Julen,"posse, saída curta e controle territorial",4-3-3 / 4-2-3-1,média,alta,média,defesa em transição,26,5.88,7.83,6.91,5.38,6.08,5.29,5.77,62.2,1618,217,9.58,5.0,8.0,5.0,66.6,26,7.011538461538462,7.163636363636366,7.562181818181818,6.711722222222223,28.96153846153846,51.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,71.63636363636365,67.11722222222222,56.3,67.74,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
K,RD Congo,Congo DR,COD,DESABRE Sebastien,transição atlética e organização defensiva,4-2-3-1 / 4-3-3,alta,baixa-média,média,saída de bola sob pressão,26,5.7,7.14,6.41,4.76,5.59,5.3,4.93,31.6,822,81,8.05,8.0,4.0,5.0,61.0,26,8.134615384615385,9.672727272727274,7.073272727272726,6.413055555555555,28.576923076923077,28.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,96.72727272727273,64.13055555555556,51.449999999999996,67.23,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
E,Equador,Ecuador,ECU,BECCACECE Sebastian,"pressão, intensidade e laterais altos",4-3-3 / 3-4-3,muito alta,média-alta,alta,faltas e cartões em duelos físicos,26,5.77,7.14,6.5,4.64,5.41,5.66,4.83,31.4,816,96,8.03,9.0,6.8,8.0,61.9,26,8.165384615384616,9.100000000000001,7.0720909090909085,6.499833333333333,25.653846153846153,23.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,91.00000000000001,64.99833333333333,51.349999999999994,66.89,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
D,Austrália,Australia,AUS,POPOVIC Tony,"organização, força física e jogo direto",4-4-2 / 4-2-3-1,alta,baixa-média,média,dificuldade contra blocos fechados,26,5.46,7.15,6.34,4.91,5.44,5.01,5.73,30.0,781,75,7.93,8.0,4.0,5.0,60.9,26,7.907692307692309,9.472727272727274,7.1,6.317277777777778,26.884615384615383,17.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,94.72727272727275,63.17277777777778,52.72500000000001,66.75,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
A,Tchéquia,Czechia,CZE,KOUBEK Miroslav,"jogo físico, direto e forte em bolas paradas",3-4-3 / 4-2-3-1,alta,baixa-média,média,criação contra defesa postada,26,5.81,7.11,6.59,4.99,5.74,5.34,5.1,29.6,770,100,7.9,8.0,4.0,5.0,61.8,26,7.738461538461539,8.881818181818183,6.961363636363637,6.368888888888889,27.23076923076923,24.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,88.81818181818183,63.68888888888889,52.925000000000004,66.33,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
F,Suécia,Sweden,SWE,POTTER Graham,"flexibilidade, construção e ocupação racional",3-4-2-1 / 4-2-3-1,média,média-alta,situacional,adaptação rápida ao elenco,26,5.37,6.97,6.11,4.82,5.51,4.66,5.2,21.7,563,72,7.21,5.0,6.8,5.0,58.8,26,8.973076923076924,9.981818181818182,6.853090909090909,6.3533333333333335,27.115384615384617,14.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,99.81818181818183,63.53333333333333,50.475,66.07,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
G,Nova Zelândia,New Zealand,NZL,BAZELEY Darren,bloco baixo/médio e bola aérea,4-4-2 / 5-4-1,média,baixa,baixa,baixa criação em posse,26,5.68,7.02,6.46,4.62,5.66,5.19,4.93,33.2,864,109,8.16,5.0,3.0,3.0,59.9,26,7.138461538461538,8.790909090909091,6.832454545454547,6.253555555555555,27.807692307692307,27.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,87.9090909090909,62.53555555555555,51.00000000000001,64.98,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
H,Arábia Saudita,Saudi Arabia,KSA,DONIS Georgios,"intensidade, meio-campo técnico e transição",4-3-3 / 4-2-3-1,alta,média,média-alta,defesa em campo aberto,26,5.74,7.35,6.57,5.17,5.7,5.12,5.97,36.9,959,97,8.39,8.0,5.0,6.8,63.4,26,7.269230769230769,7.363636363636365,6.874545454545455,6.2603888888888894,28.0,27.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,73.63636363636365,62.603888888888896,54.900000000000006,64.87,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
C,Haiti,Haiti,HAI,MIGNE Sebastien,"bloco baixo, luta física e transições",4-4-2 / 5-4-1,alta,baixa,baixa,defesa sob volume alto de finalizações,26,5.4,7.05,6.25,4.89,4.36,5.03,6.7,26.0,675,116,7.61,8.0,3.0,3.0,59.2,26,7.796153846153847,9.036363636363637,6.734181818181818,6.2058333333333335,27.0,16.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,90.36363636363637,62.05833333333334,52.45,64.85,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
D,Paraguai,Paraguay,PAR,ALFARO Gustavo,"bloco baixo/médio, duelos e jogo reativo",4-4-2 / 4-2-3-1,alta,baixa-média,média,pouca criatividade em posse,26,5.57,6.95,6.27,4.33,5.89,5.32,4.6,28.3,737,55,7.8,8.0,4.0,5.0,59.7,26,7.953846153846153,8.872727272727273,6.794363636363635,6.186111111111112,28.576923076923077,23.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,88.72727272727273,61.861111111111114,50.35,64.61,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
E,Curaçao,Curaçao,CUW,ADVOCAAT Dick,"pragmatismo, bloco compacto e experiência",4-2-3-1 / 5-4-1,média,baixa,baixa,sofre sem bola por longos períodos,26,5.51,6.75,6.15,4.79,6.61,4.7,5.83,25.7,667,73,7.58,5.0,3.0,3.0,59.5,26,8.061538461538461,8.836363636363638,6.458363636363637,6.054277777777778,27.53846153846154,21.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,88.36363636363637,60.54277777777778,54.825,64.6,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
G,Irã,IR Iran,IRN,GHALEHNOY Amir,"defesa compacta, jogo físico e bola parada",4-2-3-1,média,baixa-média,baixa,controle de posse adversário,26,5.82,7.63,6.81,4.62,6.1,5.51,5.57,46.4,1207,150,8.91,5.0,4.0,3.0,64.1,26,6.338461538461539,6.527272727272728,6.936909090909091,6.248555555555556,29.807692307692307,35.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,65.27272727272728,62.48555555555556,54.49999999999999,64.03,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
H,Cabo Verde,Cabo Verde,CPV,BUBISTA,"organização, transição e agressividade física",4-3-3 / 4-2-3-1,alta,baixa-média,média,pouca profundidade de elenco,26,5.68,6.8,6.26,4.3,5.68,5.07,5.7,33.0,857,77,8.14,8.0,4.0,5.0,59.3,26,7.342307692307693,8.518181818181818,6.547454545454545,6.055722222222221,29.346153846153847,25.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,85.18181818181817,60.557222222222215,51.875,63.93,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
L,Gana,Ghana,GHA,CARLOS QUEIROZ,"bloco baixo, disciplina defensiva e contra-ataque",4-3-3 / 4-5-1,média-alta,baixa-média,baixa-média,pouca criação sustentada,26,5.11,6.47,5.77,4.56,5.63,4.51,4.93,23.1,600,69,7.35,6.8,4.0,4.0,56.1,26,8.473076923076924,9.736363636363636,6.5947272727272725,6.083166666666666,26.53846153846154,14.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,97.36363636363636,60.83166666666666,49.074999999999996,63.77,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
G,Egito,Egypt,EGY,HOSSAM HASSAN,"verticalidade, Salah como foco e bloco competitivo",4-3-3 / 4-2-3-1,média-alta,média,situacional,dependência do lado direito ofensivo,26,5.44,7.06,6.25,4.79,5.1,4.83,4.95,33.2,864,132,8.16,6.8,5.0,5.0,59.4,26,6.9423076923076925,7.954545454545456,6.655181818181817,5.9543888888888885,28.73076923076923,25.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,79.54545454545456,59.54388888888889,49.175000000000004,62.54,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
B,Bósnia e Herzegovina,Bosnia And Herzegovina,BIH,BARBAREZ Sergej,"jogo direto, experiência e cruzamentos",4-2-3-1,média,baixa-média,baixa,baixa mobilidade defensiva,26,5.18,6.43,5.84,4.26,4.8,4.97,4.77,24.8,645,97,7.51,5.0,4.0,3.0,55.0,26,7.8730769230769235,9.42727272727273,6.616999999999999,5.989000000000001,26.03846153846154,17.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,94.2727272727273,59.89000000000001,46.99999999999999,62.4,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
F,Tunísia,Tunisia,TUN,RENARD Herve,"bloco compacto, físico e contra-ataque",4-4-2 / 5-4-1,média-alta,baixa,baixa-média,mudança recente de comando,26,5.09,6.71,5.91,4.09,5.35,4.73,4.77,24.2,628,45,7.45,6.8,3.0,4.0,56.1,26,7.5,9.181818181818182,6.533090909090908,5.860722222222223,26.26923076923077,18.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,91.81818181818181,58.60722222222223,47.349999999999994,62.24,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
J,Jordânia,Jordan,JOR,SELLAMI Jamal,bloco compacto e transição,3-4-3 / 5-4-1,alta,baixa,baixa-média,profundidade de elenco e manutenção de ritmo,26,5.41,7.23,6.36,4.55,5.11,4.94,5.5,42.1,1095,92,8.69,8.0,3.0,4.0,60.2,26,6.0307692307692315,6.672727272727273,6.629818181818183,5.8916666666666675,28.076923076923077,36.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,66.72727272727273,58.91666666666667,50.25,61.1,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
K,Uzbequistão,Uzbekistan,UZB,CANNAVARO Fabio,organização defensiva e transição cautelosa,4-2-3-1 / 5-4-1,média,baixa-média,baixa-média,produção ofensiva contra favoritos,26,5.55,7.15,6.38,4.63,5.88,4.66,4.77,38.0,988,120,8.46,5.0,4.0,4.0,59.9,26,6.176923076923076,6.827272727272728,6.541545454545456,5.899111111111111,27.76923076923077,36.0,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,68.27272727272728,58.99111111111111,49.849999999999994,61.07,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
A,África do Sul,South Africa,RSA,BROOS Hugo,bloco compacto e contra-ataque,4-2-3-1,alta,baixa-média,média,criação contra favoritos,26,5.23,6.76,6.01,4.91,6.72,4.4,5.33,21.8,566,68,7.22,8.0,4.0,5.0,59.3,26,6.619230769230769,7.327272727272725,6.119545454545454,5.534666666666667,26.346153846153847,14.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,73.27272727272725,55.34666666666667,53.4,60.6,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
I,Iraque,Iraq,IRQ,ARNOLD Graham,"organização, jogo direto e competitividade",4-2-3-1 / 4-4-2,média-alta,baixa-média,média,dificuldade sob pressão alta,26,5.24,6.68,5.99,4.55,5.04,4.73,5.73,33.1,861,89,8.15,6.8,4.0,5.0,57.5,26,6.5307692307692315,7.3909090909090915,6.281454545454546,5.691555555555556,26.46153846153846,27.5,6.361538461538462,6.367307692307692,6.401923076923078,5.726923076923077,73.90909090909092,56.915555555555564,50.125,60.31,team_strengths + players_database + árbitros agregados; sem previsões/simulações prévias
