data_brt;grupo;jogo;selecao;jogador;posicao;tipo_desempenho;descricao;gols;assistencias;cartoes_amarelos;cartoes_vermelhos;defesas_ou_pênaltis;minutos;source_url;observacoes
2026-06-27;G;Nova Zelândia 1 x 5 Bélgica;Bélgica;Thibaut Courtois;Goleiro;Defesa importante;Defendeu chute de Elijah Just aos 54 minutos.;0;0;;;defesa em chute no alvo;;https://www.reuters.com/sports/soccer/belgium-beat-new-zealand-5-1-advance-world-cup-knockout-stage-2026-06-27/;confirmado por match report
2026-06-27;L;Panamá 0 x 2 Inglaterra;Inglaterra;Jude Bellingham;Meio-campo;Destaque máximo;Marcou aos 62 e cruzou para Kane marcar cinco minutos depois.;1;1;;;;;https://www.reuters.com/sports/soccer/england-beat-panama-2-0-win-group-l-2026-06-27/;confirmado por match report
2026-06-27;L;Panamá 0 x 2 Inglaterra;Inglaterra;Harry Kane;Atacante;Gol/recorde;Marcou de cabeça e chegou a 11 gols em Copas pela Inglaterra.;1;0;;;;;https://www.reuters.com/sports/soccer/england-beat-panama-2-0-win-group-l-2026-06-27/;confirmado por match report
2026-06-27;L;Panamá 0 x 2 Inglaterra;Panamá;Orlando Mosquera;Goleiro;Defesas importantes;Defendeu chute de Rashford no início e esforço de Kane no segundo tempo.;0;0;;;defesas em finalizações de Rashford e Kane;;https://www.reuters.com/sports/soccer/england-beat-panama-2-0-win-group-l-2026-06-27/;confirmado por match report
2026-06-27;L;Panamá 0 x 2 Inglaterra;Inglaterra;Jordan Pickford;Goleiro;Defesa importante;Fez defesa importante em finalização de José Rodríguez no primeiro tempo.;0;0;;;defesa em chute de José Rodríguez;;https://www.reuters.com/sports/soccer/england-beat-panama-2-0-win-group-l-2026-06-27/;confirmado por match report
2026-06-27;L;Panamá 0 x 2 Inglaterra;Panamá;José Rodríguez;Meio/ataque;Ameaça ofensiva;Obrigou Pickford a trabalhar em finalização no primeiro tempo.;0;0;;;;;https://www.reuters.com/sports/soccer/england-beat-panama-2-0-win-group-l-2026-06-27/;confirmado por match report
2026-06-27;L;Croácia 2 x 1 Gana;Croácia;Petar Sučić;Meio-campo;Gol;Abriu o placar aos 31 minutos com chute de longa distância.;1;0;;;;;https://www.reuters.com/sports/soccer/vlasic-header-sends-croatia-into-world-cup-knockouts-with-2-1-win-over-ghana-2026-06-27/;confirmado por match report
2026-06-27;L;Croácia 2 x 1 Gana;Gana;Derrick Luckassen;Defensor;Gol;"Empatou aos 73 minutos em sua estreia internacional; gol confirmado após VAR.";1;0;;;;;https://www.reuters.com/sports/soccer/vlasic-header-sends-croatia-into-world-cup-knockouts-with-2-1-win-over-ghana-2026-06-27/;confirmado por match report
2026-06-27;L;Croácia 2 x 1 Gana;Croácia;Nikola Vlašić;Meio/ataque;Gol decisivo;Cabeceou o escanteio de Modrić aos 83 minutos e definiu o jogo.;1;0;;;;;https://www.reuters.com/sports/soccer/vlasic-header-sends-croatia-into-world-cup-knockouts-with-2-1-win-over-ghana-2026-06-27/;confirmado por match report
2026-06-27;L;Croácia 2 x 1 Gana;Croácia;Luka Modrić;Meio-campo;Assistência/controle;Deu assistência de escanteio para Vlašić e jogou 90 minutos.;0;1;;;;90;https://www.reuters.com/sports/soccer/vlasic-header-sends-croatia-into-world-cup-knockouts-with-2-1-win-over-ghana-2026-06-27/;confirmado por match report
2026-06-27;L;Croácia 2 x 1 Gana;Gana;Ernest Nuamah;Meio/ataque;Assistência;Cobrou a falta que originou o gol de Luckassen.;0;1;;;;;https://www.reuters.com/sports/soccer/vlasic-header-sends-croatia-into-world-cup-knockouts-with-2-1-win-over-ghana-2026-06-27/;confirmado por match report
2026-06-27;L;Croácia 2 x 1 Gana;Gana;Antoine Semenyo;Atacante;Lesão/risco físico;Sofreu lesão aparente no tornozelo no fim, mas conseguiu completar o jogo.;0;0;;;;;https://www.reuters.com/sports/soccer/vlasic-header-sends-croatia-into-world-cup-knockouts-with-2-1-win-over-ghana-2026-06-27/;confirmado por match report
2026-06-27;J;Argélia 3 x 3 Áustria;Áustria;Marko Arnautović;Atacante;Gol;Abriu o placar aos 28 minutos após passe longo de David Alaba.;1;0;;;;;https://www.reuters.com/sports/soccer/austria-draw-with-algeria-thriller-reach-knockout-stage-iran-out-2026-06-28/;confirmado por match report
2026-06-27;J;Argélia 3 x 3 Áustria;Áustria;David Alaba;Defensor;Assistência;Acertou passe longo que originou o gol de Arnautović.;0;1;;;;;https://www.reuters.com/sports/soccer/austria-draw-with-algeria-thriller-reach-knockout-stage-iran-out-2026-06-28/;confirmado por match report
2026-06-27;J;Argélia 3 x 3 Áustria;Argélia;Rafik Belghali;Defensor;Gol;Empatou antes do intervalo com jogada individual e finalização no ângulo.;1;0;;;;;https://www.reuters.com/sports/soccer/austria-draw-with-algeria-thriller-reach-knockout-stage-iran-out-2026-06-28/;confirmado por match report
2026-06-27;J;Argélia 3 x 3 Áustria;Áustria;Marcel Sabitzer;Meio-campo;Gol;Recolocou a Áustria na frente aos 55 minutos com chute de primeira.;1;0;;;;;https://www.reuters.com/sports/soccer/austria-draw-with-algeria-thriller-reach-knockout-stage-iran-out-2026-06-28/;confirmado por match report
2026-06-27;J;Argélia 3 x 3 Áustria;Áustria;Konrad Laimer;Meio-campo;Assistência;Escorou a bola para o gol de Sabitzer.;0;1;;;;;https://www.reuters.com/sports/soccer/austria-draw-with-algeria-thriller-reach-knockout-stage-iran-out-2026-06-28/;confirmado por match report
2026-06-27;J;Argélia 3 x 3 Áustria;Argélia;Riyad Mahrez;Atacante;Destaque ofensivo;Marcou o empate aos 60 e fez 3-2 nos acréscimos.;2;0;;;;;https://www.reuters.com/sports/soccer/austria-draw-with-algeria-thriller-reach-knockout-stage-iran-out-2026-06-28/;confirmado por match report
2026-06-27;J;Argélia 3 x 3 Áustria;Argélia;Houssem Aouar;Meio-campo;Assistência/criação;Arrancou pela esquerda e cruzou para Mahrez marcar o segundo gol argelino.;0;1;;;;;https://www.reuters.com/sports/soccer/austria-draw-with-algeria-thriller-reach-knockout-stage-iran-out-2026-06-28/;confirmado por match report
2026-06-27;J;Argélia 3 x 3 Áustria;Áustria;Sasa Kalajdžić;Atacante;Gol decisivo;Saiu do banco e empatou de cabeça aos 96 minutos, garantindo a classificação austríaca.;1;0;;;;;https://www.reuters.com/sports/soccer/austria-draw-with-algeria-thriller-reach-knockout-stage-iran-out-2026-06-28/;confirmado por match report
2026-06-27;J;Jordânia 1 x 3 Argentina;Argentina;Giovani Lo Celso;Meio-campo;Gol/destaque;Abriu o placar aos 19 minutos em cobrança de falta e esteve muito envolvido no início.;1;0;;;;;https://www.reuters.com/sports/soccer/seventh-heaven-messi-argentina-beat-jordan-3-1-2026-06-28/;confirmado por match report
2026-06-27;J;Jordânia 1 x 3 Argentina;Argentina;Lautaro Martínez;Atacante;Gol;Converteu pênalti aos 31 minutos e acertou a trave em outra chance.;1;0;;;;;https://www.reuters.com/sports/soccer/seventh-heaven-messi-argentina-beat-jordan-3-1-2026-06-28/;confirmado por match report
2026-06-27;J;Jordânia 1 x 3 Argentina;Argentina;Lionel Messi;Atacante;Gol/recorde;Entrou no segundo tempo e marcou de falta aos 80 minutos.;1;0;;;;;https://www.reuters.com/sports/soccer/seventh-heaven-messi-argentina-beat-jordan-3-1-2026-06-28/;confirmado por match report
2026-06-27;J;Jordânia 1 x 3 Argentina;Jordânia;Mousa Altamari;Atacante;Gol;Marcou o gol da Jordânia aos 55 minutos.;1;0;;;;;https://www.reuters.com/sports/soccer/seventh-heaven-messi-argentina-beat-jordan-3-1-2026-06-28/;confirmado por match report
2026-06-27;J;Jordânia 1 x 3 Argentina;Jordânia;Ehsan Haddad;Defensor;Assistência;Cruzou rasteiro da direita para Altamari marcar.;0;1;;;;;https://www.reuters.com/sports/soccer/seventh-heaven-messi-argentina-beat-jordan-3-1-2026-06-28/;confirmado por match report
2026-06-27;J;Jordânia 1 x 3 Argentina;Jordânia;Nizar Alrashdan;Meio-campo;Pênalti cometido;Foi punido pelo VAR após acertar Leandro Paredes na cabeça, lance que gerou pênalti argentino.;0;0;;;;;https://www.reuters.com/sports/soccer/seventh-heaven-messi-argentina-beat-jordan-3-1-2026-06-28/;confirmado por match report
2026-06-27;K;Colômbia 0 x 0 Portugal;Portugal;Diogo Costa;Goleiro;Destaque defensivo;Foi providencial para segurar o empate e evitou derrota portuguesa em chances colombianas.;0;0;;;defesas decisivas;;https://www.reuters.com/sports/soccer/colombia-portugal-advance-after-no-bore-draw-miami-2026-06-28/ | https://elpais.com/america-colombia/2026-06-27/colombia-portugal-en-vivo-el-partido-del-grupo-k-del-mundial-2026.html;confirmado por match report
2026-06-27;K;Colômbia 0 x 0 Portugal;Colômbia;James Rodríguez;Meio-campo;Criação/destaque;Liderou a criação colombiana e teve atuação destacada no meio-campo.;0;0;;;;;https://elpais.com/america-colombia/2026-06-27/colombia-portugal-en-vivo-el-partido-del-grupo-k-del-mundial-2026.html;confirmado por match report
2026-06-27;K;Colômbia 0 x 0 Portugal;Colômbia;Davinson Sánchez;Defensor;Gol anulado;Cabeceou para o gol nos acréscimos, mas o lance foi anulado por impedimento milimétrico.;0;0;;;;;https://elpais.com/america-colombia/2026-06-27/colombia-portugal-en-vivo-el-partido-del-grupo-k-del-mundial-2026.html;confirmado por match report
2026-06-27;K;Colômbia 0 x 0 Portugal;Colômbia;Camilo Vargas;Goleiro;Defesa importante;Defendeu finalização de Bruno Fernandes em uma das principais chances de Portugal.;0;0;;;defesa em chute de Bruno Fernandes;;https://elpais.com/america-colombia/2026-06-27/colombia-portugal-en-vivo-el-partido-del-grupo-k-del-mundial-2026.html;confirmado por match report
2026-06-27;K;Colômbia 0 x 0 Portugal;Portugal;Bruno Fernandes;Meio-campo;Chance criada;Finalizou chance clara defendida por Camilo Vargas.;0;0;;;;;https://elpais.com/america-colombia/2026-06-27/colombia-portugal-en-vivo-el-partido-del-grupo-k-del-mundial-2026.html;confirmado por match report
2026-06-27;K;Colômbia 0 x 0 Portugal;Colômbia;Gustavo Puerta;Meio-campo;Advertido;Recebeu cartão amarelo aos 86 minutos.;0;0;1;;;;https://elpais.com/america-colombia/2026-06-27/colombia-portugal-en-vivo-el-partido-del-grupo-k-del-mundial-2026.html;confirmado por match report
2026-06-27;K;RD Congo 3 x 1 Uzbequistão;Uzbequistão;Eldor Shomurodov;Atacante;Gol;Abriu o placar aos 10 minutos com toque por cobertura sobre Mpasi.;1;0;;;;;https://www.reuters.com/sports/soccer/dr-congo-seal-place-world-cup-knockouts-with-comeback-win-over-uzbekistan-2026-06-28/;confirmado por match report
2026-06-27;K;RD Congo 3 x 1 Uzbequistão;Uzbequistão;Abbosbek Fayzullaev;Meio/ataque;Assistência;Deu o toque/flick que deixou Shomurodov em condição de finalizar.;0;1;;;;;https://www.reuters.com/sports/soccer/dr-congo-seal-place-world-cup-knockouts-with-comeback-win-over-uzbekistan-2026-06-28/;confirmado por match report
2026-06-27;K;RD Congo 3 x 1 Uzbequistão;RD Congo;Yoane Wissa;Atacante;Destaque máximo;Sofreu pênalti, converteu a cobrança e marcou novamente nos acréscimos.;2;0;;;pênalti convertido;;https://www.reuters.com/sports/soccer/dr-congo-seal-place-world-cup-knockouts-with-comeback-win-over-uzbekistan-2026-06-28/;confirmado por match report
2026-06-27;K;RD Congo 3 x 1 Uzbequistão;RD Congo;Fiston Mayele;Atacante;Gol da virada;Saiu do banco e marcou o gol da virada aos 78 minutos.;1;0;;;;;https://www.reuters.com/sports/soccer/dr-congo-seal-place-world-cup-knockouts-with-comeback-win-over-uzbekistan-2026-06-28/;confirmado por match report
2026-06-27;K;RD Congo 3 x 1 Uzbequistão;RD Congo;Meschack Elia;Meio/ataque;Participação em gol;Seu chute bloqueado gerou a bola viva para Mayele virar o jogo.;0;0;;;;;https://www.reuters.com/sports/soccer/dr-congo-seal-place-world-cup-knockouts-with-comeback-win-over-uzbekistan-2026-06-28/;confirmado por match report
2026-06-27;K;RD Congo 3 x 1 Uzbequistão;RD Congo;Nathanael Mbuku;Meio/ataque;Gol anulado/cartão;Teve gol anulado após revisão de VAR e recebeu amarelo antes do intervalo.;0;0;1;;;;https://www.reuters.com/sports/soccer/dr-congo-seal-place-world-cup-knockouts-with-comeback-win-over-uzbekistan-2026-06-28/ | https://www.theguardian.com/football/live/2026/jun/27/dr-congo-v-uzbekistan-world-cup-2026-live;confirmado por match report
2026-06-27;K;RD Congo 3 x 1 Uzbequistão;Uzbequistão;Abdukodir Khusanov;Defensor;Pênalti cometido;Cometeu pênalti sobre Wissa, lance que abriu a reação congolesa.;0;0;;;;;https://www.reuters.com/sports/soccer/dr-congo-seal-place-world-cup-knockouts-with-comeback-win-over-uzbekistan-2026-06-28/;confirmado por match report
