player_id,team,player_name,snapshot_at,temporal_status,recent_minutes,recent_goals,recent_assists,offensive_participation,defensive_performance,injury_status,physical_condition,source_dataset,age,club,club_country,position,national_team_caps,national_team_goals,league_strength_proxy,player_quality_proxy
austria::kalajdzic_sasa,Austria,KALAJDZIC Sasa,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,LASK Linz (AUT),AUT,FW,23,4,7.5,5.6
austria::laimer_konrad,Austria,LAIMER Konrad,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,FC Bayern München (GER),GER,MF,59,7,9.0,8.3
austria::lienhart_philipp,Austria,LIENHART Philipp,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,SC Freiburg (GER),GER,DF,42,3,9.0,7.8
austria::ljubicic_dejan,Austria,LJUBICIC Dejan,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,FC Schalke 04 (GER),GER,MF,9,1,9.0,6.0
austria::mwene_phillip,Austria,MWENE Phillip,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,32,1. FSV Mainz 05 (GER),GER,DF,31,0,9.0,4.8
austria::pentz_patrick,Austria,PENTZ Patrick,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,Brøndby IF (DEN),DEN,GK,18,0,7.5,5.6
austria::posch_stefan,Austria,POSCH Stefan,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,29,1. FSV Mainz 05 (GER),GER,DF,54,5,9.0,8.6
austria::prass_alexander,Austria,PRASS Alexander,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,TSG Hoffenheim (GER),GER,MF,20,0,9.0,4.6
austria::sabitzer_marcel,Austria,SABITZER Marcel,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,32,Borussia Dortmund (GER),GER,MF,100,26,9.0,9.4
austria::schlager_alexander,Austria,SCHLAGER Alexander,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,30,FC Red Bull Salzburg (AUT),AUT,GK,28,0,7.5,6.2
austria::schlager_xaver,Austria,SCHLAGER Xaver,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,28,RB Leipzig (GER),GER,MF,53,4,9.0,7.3
austria::schmid_romano,Austria,SCHMID Romano,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,26,SV Werder Bremen (GER),GER,MF,36,4,9.0,7.2
austria::schoepf_alessandro,Austria,SCHOEPF Alessandro,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,32,Wolfsberger AC (AUT),AUT,MF,35,6,7.5,7.1
austria::seiwald_nicolas,Austria,SEIWALD Nicolas,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,25,RB Leipzig (GER),GER,MF,49,1,9.0,6.2
austria::svoboda_michael,Austria,SVOBODA Michael,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,27,Venezia FC (ITA),ITA,DF,4,0,9.0,3.9
austria::wanner_paul,Austria,WANNER Paul,2026-06-11T03:59:59+00:00,BACKFILLED_PRE_TOURNAMENT_FACT,NA,NA,NA,NA,NA,NA,NA,data/database/players_database.csv,20,PSV Eindhoven (NED),NED,MF,5,0,7.5,3.0
