jogo_id;jogo;data;fase;grupo;rodada;selecao;adversario;placar_selecao;placar_adversario;resultado;vencedor_jogo;foi_mata_mata;teve_prorrogacao;teve_penaltis;penaltis_selecao;penaltis_adversario;classificado;gols_pro;gols_contra;xg_pro;xg_contra;xg_diff;posse_pct;finalizacoes;finalizacoes_contra;finalizacoes_alvo;finalizacoes_alvo_contra;grandes_chances;grandes_chances_contra;defesas_goleiro;gols_evitados_goleiro;faltas_cometidas;faltas_sofridas;cartoes_amarelos;cartoes_vermelhos;impedimentos;escanteios;gols_bola_parada;gols_contra_ataque;gols_penalti;gols_reservas;jogador_destaque;rating_jogador_destaque;goleiro_destaque;rating_goleiro;tipo_desempenho;observacao_analitica;fonte_principal;fonte_secundaria;nivel_confianca;data_acesso
GC01_7;7;2026-06-13;Fase de grupos;C;1;Brasil;Marrocos;1;1;Empate;Empate;Nao;Nao;Nao;NA;NA;Sim;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vinícius Júnior;NA;Alisson;NA;desempenho_equilibrado;Vinícius marcou em duelo equilibrado contra um adversário forte.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC01_7;7;2026-06-13;Fase de grupos;C;1;Marrocos;Brasil;1;1;Empate;Empate;Nao;Nao;Nao;NA;NA;Sim;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ismael Saibari;NA;Bono;NA;desempenho_equilibrado;Saibari respondeu e confirmou o alto nível do Marrocos.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC01_5;5;2026-06-13;Fase de grupos;C;1;Haiti;Escócia;0;1;Derrota;Escócia;Nao;Nao;Nao;NA;NA;Nao;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;eficiencia_baixa;O Haiti competiu, mas não pontuou na estreia.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Media;2026-06-30
GC01_5;5;2026-06-13;Fase de grupos;C;1;Escócia;Haiti;1;0;Vitoria;Escócia;Nao;Nao;Nao;NA;NA;Nao;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;John McGinn;NA;NA;NA;vitoria_clinica;McGinn garantiu a vitória mínima da Escócia.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Media;2026-06-30
GC02_29;29;2026-06-19;Fase de grupos;C;2;Brasil;Haiti;3;0;Vitoria;Brasil;Nao;Nao;Nao;NA;NA;Sim;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Matheus Cunha;NA;Alisson;NA;dominio_total;"Cunha marcou duas vezes; Vinícius Júnior fez o terceiro.";data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC02_29;29;2026-06-19;Fase de grupos;C;2;Haiti;Brasil;0;3;Derrota;Brasil;Nao;Nao;Nao;NA;NA;Nao;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;defesa_vazada;Haiti sofreu com a qualidade técnica brasileira.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC02_30;30;2026-06-19;Fase de grupos;C;2;Escócia;Marrocos;0;1;Derrota;Marrocos;Nao;Nao;Nao;NA;NA;Nao;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;baixo_volume_ofensivo;A Escócia teve dificuldade para transformar posse em ameaça.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC02_30;30;2026-06-19;Fase de grupos;C;2;Marrocos;Escócia;1;0;Vitoria;Marrocos;Nao;Nao;Nao;NA;NA;Sim;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ismael Saibari;NA;Bono;NA;vitoria_clinica;Saibari decidiu cedo e o Marrocos controlou o resultado.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC03_50;50;2026-06-24;Fase de grupos;C;3;Marrocos;Haiti;4;2;Vitoria;Marrocos;Nao;Nao;Nao;NA;NA;Sim;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ismael Saibari;NA;Bono;NA;eficiencia_alta;Hakimi, Saibari, Rahimi e Yassine marcaram na vitória marroquina.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC03_50;50;2026-06-24;Fase de grupos;C;3;Haiti;Marrocos;2;4;Derrota;Marrocos;Nao;Nao;Nao;NA;NA;Nao;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Isidor;NA;NA;NA;defesa_vazada;Haiti conseguiu dois gols, incluindo um contra de Bono, mas caiu defensivamente.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC03_49;49;2026-06-24;Fase de grupos;C;3;Escócia;Brasil;0;3;Derrota;Brasil;Nao;Nao;Nao;NA;NA;Nao;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;defesa_vazada;Escócia precisava do resultado, mas foi superada com clareza.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
GC03_49;49;2026-06-24;Fase de grupos;C;3;Brasil;Escócia;3;0;Vitoria;Brasil;Nao;Nao;Nao;NA;NA;Sim;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vinícius Júnior;NA;Alisson;NA;dominio_total;Vinícius marcou duas vezes e Cunha fechou a conta.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_73;73;2026-06-28;Round of 32;NA;0;África do Sul;Canadá;0;1;Derrota;Canadá;Sim;Nao;Nao;NA;NA;Nao;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ronwen Williams;NA;Ronwen Williams;NA;derrota_injusta_por_xg;A África do Sul teve mais posse na prévia do Match Centre, mas caiu com gol tardio.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_73;73;2026-06-28;Round of 32;NA;0;Canadá;África do Sul;1;0;Vitoria;Canadá;Sim;Nao;Nao;NA;NA;Sim;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stephen Eustáquio;NA;Maxime Crépeau;NA;vitoria_clinica;Eustáquio marcou no fim e deu ao Canadá avanço histórico.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_74;74;2026-06-29;Round of 32;NA;0;Alemanha;Paraguai;1;1;Empate;Paraguai;Sim;Sim;Sim;3;4;Nao;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decisao_penaltis;A Alemanha caiu nos pênaltis após 1-1.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_74;74;2026-06-29;Round of 32;NA;0;Paraguai;Alemanha;1;1;Empate;Paraguai;Sim;Sim;Sim;4;3;Sim;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Orlando Gill;NA;NA;NA;decisao_penaltis;O Paraguai avançou ao converter quatro cobranças na disputa.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_76;76;2026-06-29;Round of 32;NA;0;Brasil;Japão;2;1;Vitoria;Brasil;Sim;Nao;Nao;NA;NA;Sim;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gabriel Martinelli;NA;Alisson;NA;vitoria_clinica;Martinelli marcou no fim e confirmou o Brasil nas oitavas.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_76;76;2026-06-29;Round of 32;NA;0;Japão;Brasil;1;2;Derrota;Brasil;Sim;Nao;Nao;NA;NA;Nao;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;eficiencia_baixa;O Japão caiu após resistir por boa parte do jogo.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_75;75;2026-06-29;Round of 32;NA;0;Países Baixos;Marrocos;1;1;Empate;Marrocos;Sim;Sim;Sim;2;3;Nao;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cody Gakpo;NA;Bart Verbruggen;NA;decisao_penaltis;Os neerlandeses abriram o placar com Gakpo, mas perderam a disputa por pênaltis.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
R32_75;75;2026-06-29;Round of 32;NA;0;Marrocos;Países Baixos;1;1;Empate;Marrocos;Sim;Sim;Sim;3;2;Sim;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bono;NA;Bono;NA;decisao_penaltis;O Marrocos reagiu e avançou após vencer por 3-2 na disputa.;data/resultados_reais.csv;Pesquisa aprofundada da Copa do Mundo FIFA 2026.pdf;Alta;2026-06-30
