source_id,category,entity_type,entity_name,url,publisher,title,date_published,date_accessed,data_collected,reliability_0_100,notes
DLY00001,match_result,existing_repository_result,1,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00012,match_result,existing_repository_result,12,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00013,match_result,existing_repository_result,13,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00014,match_result,existing_repository_result,14,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00015,match_result,existing_repository_result,15,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00016,match_result,existing_repository_result,16,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00017,match_result,existing_repository_result,17,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00018,match_result,existing_repository_result,18,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00019,match_result,existing_repository_result,19,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00020,match_result,existing_repository_result,20,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00021,match_result,existing_repository_result,21,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00022,match_result,existing_repository_result,22,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00023,match_result,existing_repository_result,23,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00024,match_result,existing_repository_result,24,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00025,match_result,existing_repository_result,25,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00026,match_result,existing_repository_result,26,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00027,match_result,existing_repository_result,27,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00028,match_result,existing_repository_result,28,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00029,match_result,existing_repository_result,29,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00030,match_result,existing_repository_result,30,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00031,match_result,existing_repository_result,31,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00032,match_result,existing_repository_result,32,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00033,match_result,existing_repository_result,33,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00034,match_result,existing_repository_result,34,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00035,match_result,existing_repository_result,35,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00036,match_result,existing_repository_result,36,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00037,match_result,existing_repository_result,37,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00038,match_result,existing_repository_result,38,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00039,match_result,existing_repository_result,39,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00040,match_result,existing_repository_result,40,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00041,match_result,existing_repository_result,41,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00042,match_result,existing_repository_result,42,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00043,match_result,existing_repository_result,43,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00044,match_result,existing_repository_result,44,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00045,match_result,existing_repository_result,45,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00046,match_result,existing_repository_result,46,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00047,match_result,existing_repository_result,47,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00048,match_result,existing_repository_result,48,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00049,match_result,existing_repository_result,49,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00050,match_result,existing_repository_result,50,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00051,match_result,existing_repository_result,51,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00052,match_result,existing_repository_result,52,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00053,match_result,existing_repository_result,53,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00054,match_result,existing_repository_result,54,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00055,match_result,existing_repository_result,55,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00056,match_result,existing_repository_result,56,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00057,match_result,existing_repository_result,57,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00058,match_result,existing_repository_result,58,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00059,match_result,existing_repository_result,59,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00060,match_result,existing_repository_result,60,https://exame.com/esporte/copa-do-mundo-2026-veja-os-resultados-de-todos-jogos-ate-aqui-dia-a-dia/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00061,match_result,existing_repository_result,61,https://www.foxsports.com/soccer/fifa-world-cup-men-norway-vs-france-jun-26-2026-game-boxscore-647676 | https://www.reuters.com/sports/soccer/dembele-hat-trick-helps-france-beat-second-string-norway-4-1-top-group-2026-06-26/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00062,match_result,existing_repository_result,62,https://theanalyst.com/articles/senegal-vs-iraq-stats-world-cup-2026 | https://www.reuters.com/sports/soccer/senegal-rout-10-man-iraq-stay-world-cup-hunt-2026-06-26/,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00063,match_result,existing_repository_result,65,https://www.theguardian.com/football/live/2026/jun/26/cape-verde-v-saudi-arabia-world-cup-2026-live,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
DLY00064,match_result,existing_repository_result,66,https://english.ahram.org.eg/WorldCup2026/Article/571662 | https://www.theguardian.com/football/live/2026/jun/26/uruguay-v-spain-world-cup-2026-live,existing repository source,resultados_reais.csv source,NA,2026-06-28T00:40:18+00:00,final score from existing curated repository data,70,Seeded from repository; no proxy.
