Grupo,Seleção,Código,Nº,Posição,Jogador,Primeiro(s) nome(s),Sobrenome(s),Nome na camisa,Data nasc.,Idade em 26/06/2026,Clube,País do clube,Altura (cm),Caps seleção,Gols seleção,Gols/cap seleção,Faixa experiência,Faixa etária,Score liga/clube,Índice proxy 0-10,Status desempenho/proxy,Observação desempenho,Técnico,Nacionalidade técnico,Estilo técnico,Sistema base,Encaixe tático provável,Fonte convocação
J,Algeria,ALG,13,DF,HADJAM Jaouen,Jaouen Djimmy,HADJAM,HADJAM,26/03/2003,23,BSC Young Boys (SUI),SUI,185,19,3,0.158,Rodagem média,Emergente,7.5,6.4,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,14,MF,BOUDAOUI Hicham,Hicham,BOUDAOUI,BOUDAOUI,23/09/1999,26,OGC Nice (FRA),FRA,175,36,0,0,Rodagem média,Pico físico/técnico,9,5.3,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,15,DF,AIT-NOURI Rayan,Rayan,AÏT-NOURI,AIT NOURI,06/06/2001,25,Manchester City FC (ENG),ENG,180,32,0,0,Rodagem média,Pico físico/técnico,9,5.2,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,16,GK,BENBOT Oussama,Oussama,BENBOT,BENBOT,11/10/1994,31,USM Alger (ALG),ALG,188,3,0,0,Aposta/estreante,Experiente,6.5,4,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,Goleiro limpo na saída curta,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,17,DF,BELGHALI Ra k,Ra k,BELGHALI,BELGHALI,07/06/2002,24,Hellas Verona FC (ITA),ITA,180,15,1,0.067,Rodagem média,Pico físico/técnico,9,6.5,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,18,FW,AMOURA Mohamed,Mohammed Elamine,AMOURA,AMOURA,09/05/2000,26,VfL Wolfsburg (GER),GER,170,48,19,0.396,Experiente,Pico físico/técnico,9,8.3,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,19,MF,BENTALEB Nabil,Nabil,BENTALEB,BENTALEB,24/11/1994,31,Lille OSC (FRA),FRA,189,62,6,0.097,Experiente,Experiente,9,7.8,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,20,FW,BOULBINA Adil,Adil,BOULBINA,BOULBINA,02/05/2003,23,Al Duhail SC (QAT),QAT,183,12,5,0.417,Pouca rodagem,Emergente,6.5,5.9,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,21,DF,BENSEBAINI Ramy,Amir Selmane Rami,BENSEBAINI,BENSEBAINI,16/04/1995,31,Borussia Dortmund (GER),GER,187,84,9,0.107,Muito experiente,Experiente,9,9.4,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,22,MF,MAZA Ibrahim,Ibrahim,MAZA,MAZA,24/11/2005,20,Bayer 04 Leverkusen (GER),GER,180,19,2,0.105,Rodagem média,Jovem,9,5.7,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,23,GK,ZIDANE Luca,Luca Zinedine,ZIDANE,ZIDANE,13/05/1998,28,Granada CF (ESP),ESP,183,9,0,0,Pouca rodagem,Pico físico/técnico,9,5.7,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,Goleiro limpo na saída curta,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,24,MF,TITRAOUI Yassine,Yassine M E G,TITRAOUI,TITRAOUI,26/07/2003,22,Sporting Charleroi (BEL),BEL,180,5,0,0,Pouca rodagem,Emergente,7.5,3.3,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,25,FW,GHEDJEMIS Fares,Fares,GHEDJEMIS,GHEDJEMIS,06/09/2002,23,Frosinone (ITA),ITA,183,1,1,1,Aposta/estreante,Emergente,9,6,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Algeria,ALG,26,DF,CHERGUI Samir,Samir Sophian,CHERGUI,CHERGUI,06/02/1999,27,Paris FC (FRA),FRA,185,5,0,0,Pouca rodagem,Pico físico/técnico,9,4,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",PETKOVIC Vladimir,Switzerland,"posse moderada, experiência e jogo pelos lados",4-2-3-1 / 4-3-3,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,1,GK,MUSSO Juan,Juan Agustín,MUSSO,MUSSO,06/05/1994,32,Atlético De Madrid (ESP),ESP,193,4,0,0,Aposta/estreante,Experiente,9,5,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,Goleiro limpo na saída curta,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,2,DF,SENESI Marcos,Marcos Nicolás,SENESI BARON,SENESI,10/05/1997,29,AFC Bournemouth (ENG),ENG,185,3,0,0,Aposta/estreante,Pico físico/técnico,9,3.9,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,3,DF,TAGLIAFICO Nicolas,Nicolás Alejandro,TAGLIAFICO,TAGLIAFICO,31/08/1992,33,Olympique Lyonnais (FRA),FRA,172,77,1,0.013,Experiente,Experiente,9,7.2,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,4,DF,MONTIEL Gonzalo,Gonzalo Ariel,MONTIEL,MONTIEL,01/01/1997,29,CA River Plate (ARG),ARG,175,40,2,0.05,Experiente,Pico físico/técnico,7.5,6.7,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,5,MF,PAREDES Leandro,Leandro Daniel,PAREDES,PAREDES,29/06/1994,31,CA Boca Juniors (ARG),ARG,182,78,5,0.064,Experiente,Experiente,7.5,7.6,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,6,DF,MARTINEZ Lisandro,Lisandro,MARTÍNEZ,MARTÍNEZ,18/01/1998,28,Manchester United FC (ENG),ENG,175,30,1,0.033,Rodagem média,Pico físico/técnico,9,6.1,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,7,MF,DE PAUL Rodrigo,Rodrigo Javier,DE PAUL,DE PAUL,24/05/1994,32,Inter Miami CF (USA),USA,178,89,2,0.022,Muito experiente,Experiente,7.5,6.9,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,8,MF,BARCO Valentin,Valentin,BARCO,BARCO,23/07/2004,21,RC Strasbourg (FRA),FRA,172,4,2,0.5,Aposta/estreante,Emergente,9,6.1,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,9,FW,ALVAREZ Julian,Julián,ÁLVAREZ,J. ALVAREZ,31/01/2000,26,Atlético De Madrid (ESP),ESP,170,53,14,0.264,Experiente,Pico físico/técnico,9,8,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,10,FW,MESSI Lionel,Lionel Andrés,MESSI,MESSI,24/06/1987,39,Inter Miami CF (USA),USA,170,201,122,0.607,Muito experiente,Veterano,7.5,8.5,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,11,MF,LO CELSO Giovani,Giovani,LO CELSO,LO CELSO,09/04/1996,30,Real Betis (ESP),ESP,177,67,4,0.06,Experiente,Pico físico/técnico,9,7.7,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,12,GK,RULLI Geronimo,Geronimo,RULLI,RULLI,20/05/1992,34,Olympique Marseille (FRA),FRA,189,8,0,0,Pouca rodagem,Experiente,9,4.8,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,Goleiro limpo na saída curta,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,13,DF,ROMERO Cristian,Cristian Gabriel,ROMERO,ROMERO,27/04/1998,28,Tottenham Hotspur FC (ENG),ENG,185,53,3,0.057,Experiente,Pico físico/técnico,9,7.8,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,14,MF,PALACIOS Exequiel,Exequiel Alejandro,PALACIOS,PALACIOS,05/10/1998,27,Bayer 04 Leverkusen (GER),GER,177,40,0,0,Experiente,Pico físico/técnico,9,5.5,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,15,MF,GONZALEZ Nico,Nicolas Ivan,GONZALEZ,N. GONZALEZ,06/04/1998,28,Atlético De Madrid (ESP),ESP,180,53,6,0.113,Experiente,Pico físico/técnico,9,8,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,16,FW,ALMADA Thiago,Thiago Ezequiel,ALMADA,ALMADA,26/04/2001,25,Atlético De Madrid (ESP),ESP,171,18,5,0.278,Rodagem média,Pico físico/técnico,9,6.5,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,17,FW,SIMEONE Giuliano,Giuliano,SIMEONE,SIMEONE,18/12/2002,23,Atlético De Madrid (ESP),ESP,174,13,2,0.154,Pouca rodagem,Emergente,9,5.1,Rotação útil / regular,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,18,FW,PAZ Nico,Nicolas,PAZ MARTÍNEZ,NICO PAZ,08/09/2004,21,Como (ITA),ITA,185,10,1,0.1,Pouca rodagem,Emergente,9,4.6,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,19,DF,OTAMENDI Nicolas,Nicolas Hernan Gonzalo,OTAMENDI,OTAMENDI,12/02/1988,38,SL Ben ca (POR),POR,182,134,8,0.06,Muito experiente,Veterano,7.5,7.8,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,Defensor construtor e seguro no passe,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,20,MF,MAC ALLISTER Alexis,Alexis,MAC ALLISTER,MAC ALLISTER,24/12/1998,27,Liverpool FC (ENG),ENG,176,48,6,0.125,Experiente,Pico físico/técnico,9,7.9,Confiável / experiente,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Meia de controle, passe progressivo e ocupação racional",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,21,FW,LOPEZ Jose Manuel,Jose Manuel Alberto,LOPEZ,LOPEZ,06/12/2000,25,SE Palmeiras (BRA),BRA,190,5,0,0,Pouca rodagem,Pico físico/técnico,7.5,3.6,Aposta / baixo lastro estatístico,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
J,Argentina,ARG,22,FW,MARTINEZ Lautaro,Lautaro Javier,MARTÍNEZ,L. MARTINEZ,22/08/1997,28,FC Internazionale Milano (ITA),ITA,175,79,37,0.468,Experiente,Pico físico/técnico,9,9.7,Em alta / referência provável,"Proxy calculado por caps, gols pela seleção, liga/clube e idade; não substitui estatísticas 2025/26 de clube.",SCALONI Lionel,Argentina,"controle, flexibilidade e competitividade",4-3-3 / 4-4-2 ajustável,"Atacante móvel para tabelas, amplitude ou apoio entrelinhas",https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
