path,size_bytes,sha256
dataset_final/raw/espn_scoreboard/world_cup_2026_scoreboard__364bf327db4fa4fd.json,1142017,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062
dataset_final/raw/espn_summary/summary_event_760414__03b799059385b311.json,406818,03b799059385b3114800f7f72872117044375bad7eea358b6be3ad85c042afe6
dataset_final/raw/espn_summary/summary_event_760415__42821309b25c1394.json,413544,42821309b25c1394dbc57508d244bdf328a2938e309faa9c84a6447611675349
dataset_final/raw/espn_summary/summary_event_760416__72d2345af9f4f1de.json,434218,72d2345af9f4f1de42c7692f7db20a14208fcfefc3143de25234ae11a3bdb6a3
dataset_final/raw/espn_summary/summary_event_760417__010e1016083c1dbf.json,454871,010e1016083c1dbf3f94258dd8baa4383b6ca7b64898d0d42fd04778ea3b98d6
dataset_final/raw/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,419865,2d3436ec86ea7a74befcfd812cd617db438334af86d3d8512363c6668cc73e0a
dataset_final/raw/espn_summary/summary_event_760419__31ded61d5db77506.json,426701,31ded61d5db77506bee744ebefafa099a968bb97630aec69040253234bcba002
dataset_final/raw/espn_summary/summary_event_760420__b69d34406b912293.json,422962,b69d34406b912293d0fb6e112e10ec5365fa3360efea7c510db1c29efe6456f0
dataset_final/raw/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,401196,9f01db8a0d6e33d42252547791814a6dd3b0579a106f10ac2729c11d08aa02b1
dataset_final/raw/espn_summary/summary_event_760422__befb6cc31851ade2.json,422217,befb6cc31851ade2e92b759fd937133fbd59d0052bf98a00c803e40d72e31d03
dataset_final/raw/espn_summary/summary_event_760423__00dcd92e69ccb35a.json,406837,00dcd92e69ccb35a3f9faa9a56603617d91f1281b38b7536e9fb39f8104c636b
dataset_final/raw/espn_summary/summary_event_760424__3151b4a80b018a3b.json,404527,3151b4a80b018a3b68b3d06fbf2c1a3b7b95fffc9a72ca7907f0aa99874294b0
dataset_final/raw/espn_summary/summary_event_760425__710d99c286e874bd.json,409582,710d99c286e874bdde5f6fd41a54f07657b139f749e7af728e246f44a2f23b70
dataset_final/raw/espn_summary/summary_event_760426__4e41fe238da60001.json,412734,4e41fe238da60001cac5e96013fe9f7b8d3e7be82343be258eb33a73ef01fa71
dataset_final/raw/espn_summary/summary_event_760427__9828372fd281d242.json,399655,9828372fd281d2420fa4e570d02dceb2ccf935e8f94a50c5a59d20a0c47ae691
dataset_final/raw/espn_summary/summary_event_760428__c0f06079bd0ba9d0.json,390221,c0f06079bd0ba9d0e73a5bd3e4498c2d49e0fb8ba9ba66907aa7ff4003eda00f
dataset_final/raw/espn_summary/summary_event_760429__1724a8248844b503.json,396850,1724a8248844b50375b8830834646a07b031e31915de0ee8d03dc264df7740c0
dataset_final/raw/espn_summary/summary_event_760430__0f8b087fb2126c75.json,415999,0f8b087fb2126c75fbe6e2636c237bff5a4bea74249400e128aaeca0ba9dea52
dataset_final/raw/espn_summary/summary_event_760431__a996f555a1079637.json,395843,a996f555a1079637664835088bb3e55ec6b9b315950f108a62d60ef0878e470f
dataset_final/raw/espn_summary/summary_event_760432__7a446a454da47539.json,395965,7a446a454da47539b94fe7e97d45ec9cf23a6b7d8ff2fcade969426989d9e2a8
dataset_final/raw/espn_summary/summary_event_760433__983ce510ce635f98.json,419714,983ce510ce635f9866262d9fdf0be634a3d4ac5545ffe5392584067fb765fcb3
dataset_final/raw/espn_summary/summary_event_760434__5436201436ec4c13.json,384666,5436201436ec4c1328ff626b998a573d8b6ce7a90d4f2135cf8212f9b280c583
dataset_final/raw/espn_summary/summary_event_760435__0e0b6c4b6e0f2d62.json,417630,0e0b6c4b6e0f2d62ca41d784f5477ca5930dc16423958578954410c9e6081724
dataset_final/raw/espn_summary/summary_event_760436__380117874993654c.json,406243,380117874993654c817af317a64117ba51de0a2d8a4096230758a08188daaa78
dataset_final/raw/espn_summary/summary_event_760437__de79b3e009f16c2e.json,440202,de79b3e009f16c2e87d8b553f1fa0080d3915717f69cffa97748169f157c39b6
dataset_final/raw/espn_summary/summary_event_760438__a651a80273861ac8.json,411080,a651a80273861ac8816f687ba15bd2427fc5cab84912daf96795fc22c0d751da
dataset_final/raw/espn_summary/summary_event_760439__c39062cc8b7e1ef5.json,397696,c39062cc8b7e1ef519debb8bad85bb9f3d9f9651fe3f6b40b8b5057345f81476
dataset_final/raw/espn_summary/summary_event_760440__e9eca8e107e5470d.json,436338,e9eca8e107e5470dbb69a5375daa239db65048ad479a907e9a6aa2c351e0bdc4
dataset_final/raw/espn_summary/summary_event_760441__92137b0ad455c2ff.json,386521,92137b0ad455c2ffa6765f4daa3e2424487f5347fb83fe06054ca247172ced81
dataset_final/raw/espn_summary/summary_event_760442__3b841fa2875435de.json,435672,3b841fa2875435de77c21b2cda55f09b680caebd224f6f61799630596734b6c3
dataset_final/raw/espn_summary/summary_event_760443__d3d0c3212aaed656.json,436422,d3d0c3212aaed656c7e4b1fc26bb8d074d47e3ce04e002ce78fa77f518874cf3
dataset_final/raw/espn_summary/summary_event_760444__72cfb11a643e6cd0.json,417007,72cfb11a643e6cd0794fd97aaa79e2413b85dea2a36cc516adf9c15a272f653c
dataset_final/raw/espn_summary/summary_event_760445__09ede1d1ef0c9517.json,389656,09ede1d1ef0c95170760d7d3a22405ec6b27e0065bcb712f7d826f7c648c575b
dataset_final/raw/espn_summary/summary_event_760446__4989b79e1999aa3b.json,407038,4989b79e1999aa3bd873327e3855349dd4cd752902d18e1a9a61b0e517a81eaa
dataset_final/raw/espn_summary/summary_event_760447__8f18acf65cee1ba1.json,429415,8f18acf65cee1ba146be67656f02d71ae2f89aff1e6d5bf4b4a5b4dd3be449f4
dataset_final/raw/espn_summary/summary_event_760448__055c8e970994ce74.json,400184,055c8e970994ce7418124cef5f1405cefc4177a758607556e5aac82b47543729
dataset_final/raw/espn_summary/summary_event_760449__9acf2d7c5fb896a4.json,373747,9acf2d7c5fb896a4ca1c90bdd7fb6661d5a1ba2c5b0f571fe696008294bd9dbb
dataset_final/raw/espn_summary/summary_event_760450__0b7b2f5c0df0afdc.json,392676,0b7b2f5c0df0afdc444cd3528f065230a436eaa811bc8c0019c1772508cf83fd
dataset_final/raw/espn_summary/summary_event_760451__090a6ceeaaf51595.json,396592,090a6ceeaaf515955f71c1c0d2a57139fb74cb7a8bca326e47232e5c282bcb0c
dataset_final/raw/espn_summary/summary_event_760452__9bf8a0830993daf4.json,423631,9bf8a0830993daf4334895b66a606297b42306b63e3a8381dfaa486cee98b612
dataset_final/raw/espn_summary/summary_event_760453__221def637b8e4150.json,392703,221def637b8e4150c1ce3064e611632319a9564db100df211657a38033f0aacc
dataset_final/raw/espn_summary/summary_event_760454__dac43080093ab644.json,403500,dac43080093ab644ff515353e43d3c194fd79081ed43929c87cc92e70f37465f
dataset_final/raw/espn_summary/summary_event_760455__338f59954bb9d1ae.json,378119,338f59954bb9d1ae6c546afa9be7c303915cb520fce2d1bb750a9e38971ee3fc
dataset_final/raw/espn_summary/summary_event_760456__3b1861ea53c18e0f.json,414161,3b1861ea53c18e0f24326fa1c5973e3b58e913d914687358e7dfb8edfb9ee266
dataset_final/raw/espn_summary/summary_event_760457__0c790e5443451468.json,376058,0c790e5443451468b0c1f805cd28597e5d105c5265199d1a6feb6f11f65bd2c5
dataset_final/raw/espn_summary/summary_event_760458__f8cd4fa00c5ae38c.json,429719,f8cd4fa00c5ae38c8ea9c20e93263893b02c24e1e4e2b785a344682716872760
dataset_final/raw/espn_summary/summary_event_760459__b8bbc1bde3ec75a6.json,407429,b8bbc1bde3ec75a6fe3d9ed3d755e66f7d68b9d0af08c38135c6b14b4bc00573
dataset_final/raw/espn_summary/summary_event_760460__8572e9d272faff1f.json,388210,8572e9d272faff1f6a1e6397c5752865f0155f359a0b3735d2f840d09463964e
dataset_final/raw/espn_summary/summary_event_760461__ad4f9c7ba681ab50.json,429423,ad4f9c7ba681ab50fe65114cf1d1848ac167abacfac5d811deed0473c001331d
dataset_final/raw/espn_summary/summary_event_760462__d070483239ab9dfd.json,410311,d070483239ab9dfda74882205794f3977c62ae09b61666ab2bea50ce1b330209
dataset_final/raw/espn_summary/summary_event_760463__815600f594f1437e.json,409644,815600f594f1437ecba763f023c1dc9c3f03125024c1a34413017625fe7b89ab
dataset_final/raw/espn_summary/summary_event_760464__94c3e3d69797949e.json,432825,94c3e3d69797949ef9078b78b4becea741df9d03e0e9f98a81666ecf30c889bb
dataset_final/raw/espn_summary/summary_event_760465__fbc950bb07a5456e.json,446724,fbc950bb07a5456ebcc3465d089e43a2867c34356548cd70eb4037fb84dd8c2b
dataset_final/raw/espn_summary/summary_event_760466__0224cf684669b3e4.json,381664,0224cf684669b3e44105f781d4cf5a09d6ac3c3ee92b1ba97e536b6e9596d279
dataset_final/raw/espn_summary/summary_event_760467__598d92bfbf4cf6ad.json,400566,598d92bfbf4cf6ade523602b5f76818810e3814c8bfcef4bd5bf21c8b29b6e21
dataset_final/raw/espn_summary/summary_event_760468__905b68f4bb87b1d9.json,401772,905b68f4bb87b1d921eea67e9f2c3169ff03ba8b013a8375c7e2a0f55644216d
dataset_final/raw/espn_summary/summary_event_760469__8297d3a4994025a7.json,375167,8297d3a4994025a77f771af61c058e1bc39a9a9d10d74f4266beaf18448b9d57
dataset_final/raw/espn_summary/summary_event_760470__820cc52d81aa6aa3.json,427423,820cc52d81aa6aa31755475c7cf2ef9d1a2376485e61ec65ff1fbb4efaba8515
dataset_final/raw/espn_summary/summary_event_760471__3a2ca2364404e728.json,411883,3a2ca2364404e7281ae922714e6d5d12f4b2b3fa95f4a61d5f7407d1b148a57d
dataset_final/raw/espn_summary/summary_event_760472__b2c797030e8796db.json,390459,b2c797030e8796db492d73298ae5b937e045a31a587dd3d8fbcc430dab5fd868
dataset_final/raw/espn_summary/summary_event_760473__f6a514f1ad77ae9b.json,397646,f6a514f1ad77ae9bb0d48be08ad0ee2561a27be268211aa16a74385f5ce0feb7
dataset_final/raw/espn_summary/summary_event_760474__81b10a7b065836a1.json,405835,81b10a7b065836a1b7eef6515db427a694534178a9798d42f7dffe5bc36161b8
dataset_final/raw/espn_summary/summary_event_760475__39bcbb6f113e7213.json,429278,39bcbb6f113e721356f44840fcd199649e057b9653912da9d243519f29ba903f
dataset_final/raw/espn_summary/summary_event_760476__a9b67fe45fc186e1.json,397315,a9b67fe45fc186e1a720df262a42ef09cdd5ed3d091477885dd03754728010fe
dataset_final/raw/espn_summary/summary_event_760477__8bf313408614375a.json,418956,8bf313408614375a5ac2df1938a7650c1999acc0613de6a3d90d1fa9114785ce
dataset_final/raw/espn_summary/summary_event_760478__95e982dbde2f1fbf.json,400958,95e982dbde2f1fbf6f437410b22e2fb7aaf915340d2fa509d4e2f1ce16b1ebf2
dataset_final/raw/espn_summary/summary_event_760479__db85ba9932920a38.json,406899,db85ba9932920a3847fcb2a082f2d19df4a4a4e25264e2763802fa18aaf89ee1
dataset_final/raw/espn_summary/summary_event_760480__1847365633ee1b09.json,394804,1847365633ee1b0940dd4dd97dbc0d9aaae94b69d94dcc58cb941da8ab547d58
dataset_final/raw/espn_summary/summary_event_760481__e1521b0998d8a052.json,417359,e1521b0998d8a0524c91771f4d8c9fc9978496c429df293b62a525fda1caacc9
dataset_final/raw/espn_summary/summary_event_760482__ecb662500a79bebd.json,413668,ecb662500a79bebdbdd48e1deded7c6056d4058a2a8f1909612f3f19cd6acc6b
dataset_final/raw/espn_summary/summary_event_760483__6993486901030802.json,412105,6993486901030802cc997f144406a25057bcb9a9f2b4160a063ce2e5a84a47e5
dataset_final/raw/espn_summary/summary_event_760484__a203d6b692c8400c.json,387102,a203d6b692c8400c8943557372657f13244c79925e06b047c918f8b57571382e
dataset_final/raw/espn_summary/summary_event_760485__a8072f9d6b11f1d8.json,441012,a8072f9d6b11f1d8a9b6f4fb99d38d09cecb66f6aa2b7c78d9696ac8d627a0a3
dataset_final/raw/espn_summary/summary_event_760486__753b607fbe8b2671.json,427097,753b607fbe8b2671f33b1861f75ed570a70c09bf781015466b51ba0ecec571fa
dataset_final/raw/espn_summary/summary_event_760487__ea665ebb992c3f8a.json,410054,ea665ebb992c3f8aa41f9ee3f78a2aa704999587bf1054f693626540ec1b9d9f
dataset_final/raw/espn_summary/summary_event_760488__ab0489c958e39fcf.json,448016,ab0489c958e39fcf22ea4402687fc1d7f091ff4f4c6d32de67278e07cab493d0
dataset_final/raw/espn_summary/summary_event_760489__a45988eff1fee296.json,467875,a45988eff1fee296fa8d934c6943d5b5707f437907b8c4fd57419281081447b0
dataset_final/raw/espn_summary/summary_event_760490__13389cf9e48c7796.json,392907,13389cf9e48c7796683dd8658e3d1a38c6cec96cbdc5a4e91e8b9275579dd273
dataset_final/raw/espn_summary/summary_event_760491__d8e1c1f37752be35.json,403211,d8e1c1f37752be35c84f156b640fa8c41caba277a8396513bfb73fd948681a19
dataset_final/raw/espn_summary/summary_event_760492__b040b94346951018.json,416013,b040b94346951018fb0d2d35a0548f182dceb7f72da2ce5b3526708e17315088
dataset_final/raw/espn_summary/summary_event_760493__082ed0405ec7dac8.json,440891,082ed0405ec7dac8367d09db6d9af9343b530a04e0774388829338c0095c1edb
dataset_final/raw/espn_summary/summary_event_760494__97669be123b29d65.json,435348,97669be123b29d65adfa97d112e8f49f7372b48b4b58b2d0afed2fc62c61e10b
dataset_final/raw/espn_summary/summary_event_760495__cd857b3fed03a451.json,418401,cd857b3fed03a4513df8a45e8bd0fd29e12dec71c39f936708420edeaf7b9a91
dataset_final/raw/espn_summary/summary_event_760496__07dd5583dc09153c.json,423305,07dd5583dc09153cf6831341a67d759a4b51f727dc441cf413caeb871d9b0de3
dataset_final/raw/espn_summary/summary_event_760497__99b7246a378a0d17.json,411176,99b7246a378a0d1781bdd4fca9a7757a9ac1d6395b9d450be0295028b887edff
dataset_final/raw/espn_summary/summary_event_760498__988005045feef35a.json,389173,988005045feef35afac217cd0a02690662f730e9c71092b39dec4db6f6146b5a
dataset_final/raw/espn_summary/summary_event_760499__e5a581f3ce01c425.json,416182,e5a581f3ce01c425c9444e09efaba7970698425140599b4571c2fbdeb4fd98f3
dataset_final/raw/espn_summary/summary_event_760500__5b5fe61a991d9782.json,438883,5b5fe61a991d978247770cd0873ff627ad478d55a172cb2778aee1b586b68e5b
dataset_final/raw/espn_summary/summary_event_760501__ca3aa2cb902d9e6f.json,409190,ca3aa2cb902d9e6f4292232605f0fd58869d17a0a3d6f090845192953419948c
dataset_final/raw/espn_summary/summary_event_760502__ec647410a643c84f.json,427137,ec647410a643c84f2f450bededf4e9aff7c564ddf23a822d88ecdb01ab7146c3
dataset_final/raw/espn_summary/summary_event_760503__0e47b5f9610fbd65.json,396095,0e47b5f9610fbd65ddf176ef62e3df38a4e06d67f8e79e1969c5feb174356c44
dataset_final/raw/espn_summary/summary_event_760504__86e4962675f26ea2.json,391402,86e4962675f26ea2980e6ef59ea1f3ac1ed0302f5ac3edcffabe072f2c5e74bc
dataset_final/raw/espn_summary/summary_event_760505__40e882ee37eedaba.json,423775,40e882ee37eedaba1b2a0b059c18de3f5c7d4c977f41bea0c19aaa9fc420814f
dataset_final/raw/espn_summary/summary_event_760506__adcc4d1ca185e129.json,411655,adcc4d1ca185e1290d87bcf1d61a487e209f2387e90d12f77d4bc723467aae54
dataset_final/raw/espn_summary/summary_event_760507__568652a67e59fd0e.json,449518,568652a67e59fd0ea2a73d29a86a2ba8a906e30d62813b9c7d9e842d3f0347b6
dataset_final/raw/espn_summary/summary_event_760508__5c4879696c8c309a.json,433494,5c4879696c8c309aa8e51c18b61aecbcc6562da4513cd79f576463c70f4bdee5
dataset_final/raw/espn_summary/summary_event_760509__72a2d141e7be54eb.json,427145,72a2d141e7be54eb0b9de18b069b7a2d0f8ede5268462135bacb9ba1b205f20a
dataset_final/raw/espn_summary/summary_event_760510__04adbb32568b28a3.json,425142,04adbb32568b28a33b913222f699a20680fb9dd4332896293b15aa7f565a5bdf
dataset_final/raw/espn_summary/summary_event_760511__24094c879eacbc2b.json,437146,24094c879eacbc2bc317d200ce3c7a8b5c9aa8c99365891c7700cbfb9a094a40
dataset_final/raw/espn_summary/summary_event_760512__4c874e13cb5e1191.json,449170,4c874e13cb5e1191e274b25dd86bec92df4c745ceb17250d62eefaa0ff7ccf33
dataset_final/raw/espn_summary/summary_event_760513__912b3e56fdc24fcb.json,482765,912b3e56fdc24fcb3d8bf430333884e13d0b212b66e176001308844626ff9dea
dataset_final/raw/espn_summary/summary_event_760514__9e01d6f2b6460921.json,432057,9e01d6f2b6460921fbb0e80ace07087b5500510f352af083032756debc083c35
dataset_final/raw/espn_summary/summary_event_760515__28681b6559fafd5f.json,459010,28681b6559fafd5f4366f24873f5969ad8461cda1c5ac96c4b7bdb37a705c264
dataset_final/raw/espn_summary/summary_event_760516__643c02200b1b12a5.json,468683,643c02200b1b12a57bae84acc8db9f72a3706271ca7539e260e995e9b8ef2c9c
dataset_final/raw/espn_summary/summary_event_760517__a7bf90b0c8b2018f.json,489360,a7bf90b0c8b2018f9ac7922827bfbba6e66599eae18d73f8654a5746fe33f7d2
dataset_final/raw/fifa_official/official_results_page_1__128df9d3c828baaf.html,4552,128df9d3c828baaf54e699e753e820c532b5087735d79d8b263f554f550cfb0c
dataset_final/raw/fifa_official/official_results_page_2__01ef9c902fca9ebe.html,4552,01ef9c902fca9ebe15a0149424940aae8cb88426b152bfc1ddb3a5e3a1073b71
dataset_final/reports/data_conflicts.csv,381,77d19c17bf0cd2c5d807f79c1f5804f7c55972941044744478b4b2f52622f726
dataset_final/reports/data_gaps.csv,43,7bd45b357b2b3cd7a5448d31b3d1e5a70ee8b03c16e4ce2396021972b3254efd
dataset_final/reports/extraction_summary.json,422,a78974f6ae400bb61e17acffa56f8e84e6fa01c15f2ac930a9a7a8cd26f01a97
dataset_final/reports/quality_checks.csv,692,e149f6e013286385dd48e14733f32c98f7d684a7ed282491a389ca4fe57adead
dataset_final/reports/summary_failures.csv,56,1a2b8cd8e892ed85b4cf87527ea8e91374cb3a102bbb006fc04a202ca8a7d1d2
dataset_final/repository_patch/matches.csv,15867,120324cf1fdfa1075c0479d34d27691bb1fef2fb6d55999452a10504372b29f9
dataset_final/repository_patch/matches.json,45447,7667af61c7481d79a91b4f30cb43ebb711208764119510c2cc6fa87021109921
dataset_final/repository_patch/novos_resultados_extraidos.csv,31392,9ba7c4d5feb41458271d5dcadbd74c3e38ca848940a97affad8c4dbd9d7613dc
dataset_final/repository_patch/resultados_reais.csv,29643,5afef8c0421d251d4474dd3a9bf20483ee55b544826fe7ff738ef54249b6fa4f
extracao_original/20260720T172321Z/fifa_fetch_metadata.json,534,b0181008141f9a917e66e27152e5dc248df30e5cd7d73e2c7e3835a59e3bbbb0
extracao_original/20260720T172321Z/normalized/calendar_seed.csv,15867,120324cf1fdfa1075c0479d34d27691bb1fef2fb6d55999452a10504372b29f9
extracao_original/20260720T172321Z/normalized/espn_match_commentary.csv,2519033,5822def79dbfdeff9da22bdd077fa606e64d6079d0ad0980459203336655417a
extracao_original/20260720T172321Z/normalized/espn_match_events.csv,1204100,9b05312a5421c53afa91177d113fceb64304755bad5c0bbde93e59e2e655996c
extracao_original/20260720T172321Z/normalized/espn_match_officials.csv,16049,d15f1193527c51d371430fdd2e0f5b6205cc45e4ca61cab97f08b57ede1a7adf
extracao_original/20260720T172321Z/normalized/espn_matches.csv,55910,eaa457373b082652b74c11f33d4eb56a754b3acfd2506f4e46a00af7bc10b067
extracao_original/20260720T172321Z/normalized/espn_penalty_shootouts.csv,8194,878b53d03502a4ed6f0493745f86b5f0138c8bbd80180db1a96a0ab22c1463ee
extracao_original/20260720T172321Z/normalized/espn_player_match_stats.csv,1355950,9b5b45c440f53c12cba37df4e51767c023212fd0aba97226096b5f624d8e0344
extracao_original/20260720T172321Z/normalized/espn_summary_match_meta.csv,18211,c7dfb03dddd60dc0736ca972688f8d566b39acea6438ab03a54d5760f41e20d7
extracao_original/20260720T172321Z/normalized/espn_team_match_stats.csv,47781,0cfc45852e79a018488fbb2aa2d0b4f5962c069d92d29750ca3b85de5e9cb106
extracao_original/20260720T172321Z/normalized/event_mapping_report.csv,11349,d9bcb2a83e1f0b3f54b77e7c2be0431e215153fe716ca2c0f07a239c53654df9
extracao_original/20260720T172321Z/normalized/fifa_verification.csv,11010,c6b69624fe97810292d7589c8a6f87137ccf590a24b28d9df35975d7d24b3442
extracao_original/20260720T172321Z/normalized/team_name_aliases.csv,1197,e34767d51164eaf0bc45d93e65924a90667d2abf67ac9a9ec9acc9aeff5f1dcc
extracao_original/20260720T172321Z/raw/espn_scoreboard/world_cup_2026_scoreboard__364bf327db4fa4fd.json,1142017,364bf327db4fa4fd5e7e2c22a30e855d0938a5e9f7f27cc5a88bff43bf4f3062
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760414__03b799059385b311.json,406818,03b799059385b3114800f7f72872117044375bad7eea358b6be3ad85c042afe6
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760415__42821309b25c1394.json,413544,42821309b25c1394dbc57508d244bdf328a2938e309faa9c84a6447611675349
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760416__72d2345af9f4f1de.json,434218,72d2345af9f4f1de42c7692f7db20a14208fcfefc3143de25234ae11a3bdb6a3
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760417__010e1016083c1dbf.json,454871,010e1016083c1dbf3f94258dd8baa4383b6ca7b64898d0d42fd04778ea3b98d6
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760418__2d3436ec86ea7a74.json,419865,2d3436ec86ea7a74befcfd812cd617db438334af86d3d8512363c6668cc73e0a
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760419__31ded61d5db77506.json,426701,31ded61d5db77506bee744ebefafa099a968bb97630aec69040253234bcba002
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760420__b69d34406b912293.json,422962,b69d34406b912293d0fb6e112e10ec5365fa3360efea7c510db1c29efe6456f0
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760421__9f01db8a0d6e33d4.json,401196,9f01db8a0d6e33d42252547791814a6dd3b0579a106f10ac2729c11d08aa02b1
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760422__befb6cc31851ade2.json,422217,befb6cc31851ade2e92b759fd937133fbd59d0052bf98a00c803e40d72e31d03
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760423__00dcd92e69ccb35a.json,406837,00dcd92e69ccb35a3f9faa9a56603617d91f1281b38b7536e9fb39f8104c636b
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760424__3151b4a80b018a3b.json,404527,3151b4a80b018a3b68b3d06fbf2c1a3b7b95fffc9a72ca7907f0aa99874294b0
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760425__710d99c286e874bd.json,409582,710d99c286e874bdde5f6fd41a54f07657b139f749e7af728e246f44a2f23b70
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760426__4e41fe238da60001.json,412734,4e41fe238da60001cac5e96013fe9f7b8d3e7be82343be258eb33a73ef01fa71
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760427__9828372fd281d242.json,399655,9828372fd281d2420fa4e570d02dceb2ccf935e8f94a50c5a59d20a0c47ae691
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760428__c0f06079bd0ba9d0.json,390221,c0f06079bd0ba9d0e73a5bd3e4498c2d49e0fb8ba9ba66907aa7ff4003eda00f
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760429__1724a8248844b503.json,396850,1724a8248844b50375b8830834646a07b031e31915de0ee8d03dc264df7740c0
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760430__0f8b087fb2126c75.json,415999,0f8b087fb2126c75fbe6e2636c237bff5a4bea74249400e128aaeca0ba9dea52
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760431__a996f555a1079637.json,395843,a996f555a1079637664835088bb3e55ec6b9b315950f108a62d60ef0878e470f
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760432__7a446a454da47539.json,395965,7a446a454da47539b94fe7e97d45ec9cf23a6b7d8ff2fcade969426989d9e2a8
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760433__983ce510ce635f98.json,419714,983ce510ce635f9866262d9fdf0be634a3d4ac5545ffe5392584067fb765fcb3
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760434__5436201436ec4c13.json,384666,5436201436ec4c1328ff626b998a573d8b6ce7a90d4f2135cf8212f9b280c583
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760435__0e0b6c4b6e0f2d62.json,417630,0e0b6c4b6e0f2d62ca41d784f5477ca5930dc16423958578954410c9e6081724
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760436__380117874993654c.json,406243,380117874993654c817af317a64117ba51de0a2d8a4096230758a08188daaa78
extracao_original/20260720T172321Z/raw/espn_summary/summary_event_760437__de79b3e009f16c2e.json,440202,de79b3e009f16c2e87d8b553f1fa0080d3915717f69cffa97748169f157c39b6
