match_id,date,phase,group,team1,team2,stadium,city,country,kickoff_at,prediction_at,fixture_known_at,result_available_at,statistics_available_at,is_knockout,result_team1_goals,result_team2_goals,result_winner,penalty_score,penalty_winner
12,2026-06-14,Fase de grupos,F,Suécia,Tunísia,Estadio BBVA,Monterrey,México,2026-06-15T02:00:00+00:00,2026-06-15T00:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-15T05:30:00+00:00,2026-06-15T06:00:00+00:00,False,5,1,Suécia,NA,NA
14,2026-06-15,Fase de grupos,H,Espanha,Cabo Verde,Mercedes-Benz Stadium,Atlanta,Estados Unidos,2026-06-15T16:00:00+00:00,2026-06-15T14:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-15T19:30:00+00:00,2026-06-15T20:00:00+00:00,False,0,0,Empate,NA,NA
16,2026-06-15,Fase de grupos,G,Bélgica,Egito,Lumen Field,Seattle,Estados Unidos,2026-06-15T19:00:00+00:00,2026-06-15T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-15T22:30:00+00:00,2026-06-15T23:00:00+00:00,False,1,1,Empate,NA,NA
13,2026-06-15,Fase de grupos,H,Arábia Saudita,Uruguai,Hard Rock Stadium,Miami,Estados Unidos,2026-06-15T22:00:00+00:00,2026-06-15T20:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-16T01:30:00+00:00,2026-06-16T02:00:00+00:00,False,1,1,Empate,NA,NA
15,2026-06-15,Fase de grupos,G,Irã,Nova Zelândia,SoFi Stadium,Los Angeles,Estados Unidos,2026-06-16T01:00:00+00:00,2026-06-15T23:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-16T04:30:00+00:00,2026-06-16T05:00:00+00:00,False,2,2,Empate,NA,NA
17,2026-06-16,Fase de grupos,I,França,Senegal,MetLife Stadium,New York/New Jersey,Estados Unidos,2026-06-16T19:00:00+00:00,2026-06-16T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-16T22:30:00+00:00,2026-06-16T23:00:00+00:00,False,3,1,França,NA,NA
18,2026-06-16,Fase de grupos,I,Iraque,Noruega,Gillette Stadium,Boston,Estados Unidos,2026-06-16T22:00:00+00:00,2026-06-16T20:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-17T01:30:00+00:00,2026-06-17T02:00:00+00:00,False,1,4,Noruega,NA,NA
19,2026-06-16,Fase de grupos,J,Argentina,Argélia,Arrowhead Stadium,Kansas City,Estados Unidos,2026-06-17T01:00:00+00:00,2026-06-16T23:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-17T04:30:00+00:00,2026-06-17T05:00:00+00:00,False,3,0,Argentina,NA,NA
20,2026-06-16,Fase de grupos,J,Áustria,Jordânia,Levi's Stadium,San Francisco Bay Area,Estados Unidos,2026-06-17T04:00:00+00:00,2026-06-17T02:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-17T07:30:00+00:00,2026-06-17T08:00:00+00:00,False,3,1,Áustria,NA,NA
23,2026-06-17,Fase de grupos,K,Portugal,RD Congo,NRG Stadium,Houston,Estados Unidos,2026-06-17T17:00:00+00:00,2026-06-17T15:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-17T20:30:00+00:00,2026-06-17T21:00:00+00:00,False,1,1,Empate,NA,NA
22,2026-06-17,Fase de grupos,L,Inglaterra,Croácia,AT&T Stadium,Dallas,Estados Unidos,2026-06-17T20:00:00+00:00,2026-06-17T18:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-17T23:30:00+00:00,2026-06-18T00:00:00+00:00,False,4,2,Inglaterra,NA,NA
21,2026-06-17,Fase de grupos,L,Gana,Panamá,BMO Field,Toronto,Canadá,2026-06-17T23:00:00+00:00,2026-06-17T21:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-18T02:30:00+00:00,2026-06-18T03:00:00+00:00,False,1,0,Gana,NA,NA
24,2026-06-17,Fase de grupos,K,Uzbequistão,Colômbia,Estadio Azteca,Mexico City,México,2026-06-18T02:00:00+00:00,2026-06-18T00:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-18T05:30:00+00:00,2026-06-18T06:00:00+00:00,False,1,3,Colômbia,NA,NA
25,2026-06-18,Fase de grupos,A,Tchéquia,África do Sul,Mercedes-Benz Stadium,Atlanta,Estados Unidos,2026-06-18T16:00:00+00:00,2026-06-18T14:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-18T19:30:00+00:00,2026-06-18T20:00:00+00:00,False,1,1,Empate,NA,NA
26,2026-06-18,Fase de grupos,B,Suíça,Bósnia e Herzegovina,SoFi Stadium,Los Angeles,Estados Unidos,2026-06-18T19:00:00+00:00,2026-06-18T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-18T22:30:00+00:00,2026-06-18T23:00:00+00:00,False,4,1,Suíça,NA,NA
27,2026-06-18,Fase de grupos,B,Canadá,Catar,BC Place,Vancouver,Canadá,2026-06-18T22:00:00+00:00,2026-06-18T20:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-19T01:30:00+00:00,2026-06-19T02:00:00+00:00,False,6,0,Canadá,NA,NA
28,2026-06-18,Fase de grupos,A,México,Coreia do Sul,Estadio Akron,Guadalajara,México,2026-06-19T01:00:00+00:00,2026-06-18T23:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-19T04:30:00+00:00,2026-06-19T05:00:00+00:00,False,1,0,México,NA,NA
32,2026-06-19,Fase de grupos,D,Estados Unidos,Austrália,Lumen Field,Seattle,Estados Unidos,2026-06-19T19:00:00+00:00,2026-06-19T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-19T22:30:00+00:00,2026-06-19T23:00:00+00:00,False,2,0,Estados Unidos,NA,NA
30,2026-06-19,Fase de grupos,C,Escócia,Marrocos,Gillette Stadium,Boston,Estados Unidos,2026-06-19T22:00:00+00:00,2026-06-19T20:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-20T01:30:00+00:00,2026-06-20T02:00:00+00:00,False,0,1,Marrocos,NA,NA
29,2026-06-19,Fase de grupos,C,Brasil,Haiti,Lincoln Financial Field,Philadelphia,Estados Unidos,2026-06-20T01:00:00+00:00,2026-06-19T23:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-20T04:30:00+00:00,2026-06-20T05:00:00+00:00,False,3,0,Brasil,NA,NA
31,2026-06-19,Fase de grupos,D,Turquia,Paraguai,Levi's Stadium,San Francisco Bay Area,Estados Unidos,2026-06-20T03:00:00+00:00,2026-06-20T01:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-20T06:30:00+00:00,2026-06-20T07:00:00+00:00,False,0,1,Paraguai,NA,NA
35,2026-06-20,Fase de grupos,F,Países Baixos,Suécia,NRG Stadium,Houston,Estados Unidos,2026-06-20T17:00:00+00:00,2026-06-20T15:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-20T20:30:00+00:00,2026-06-20T21:00:00+00:00,False,5,1,Países Baixos,NA,NA
33,2026-06-20,Fase de grupos,E,Alemanha,Costa do Marfim,BMO Field,Toronto,Canadá,2026-06-20T20:00:00+00:00,2026-06-20T18:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-20T23:30:00+00:00,2026-06-21T00:00:00+00:00,False,2,1,Alemanha,NA,NA
34,2026-06-20,Fase de grupos,E,Equador,Curaçao,Arrowhead Stadium,Kansas City,Estados Unidos,2026-06-21T00:00:00+00:00,2026-06-20T22:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-21T03:30:00+00:00,2026-06-21T04:00:00+00:00,False,0,0,Empate,NA,NA
36,2026-06-20,Fase de grupos,F,Tunísia,Japão,Estadio BBVA,Monterrey,México,2026-06-21T04:00:00+00:00,2026-06-21T02:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-21T07:30:00+00:00,2026-06-21T08:00:00+00:00,False,0,4,Japão,NA,NA
38,2026-06-21,Fase de grupos,H,Espanha,Arábia Saudita,Mercedes-Benz Stadium,Atlanta,Estados Unidos,2026-06-21T16:00:00+00:00,2026-06-21T14:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-21T19:30:00+00:00,2026-06-21T20:00:00+00:00,False,4,0,Espanha,NA,NA
39,2026-06-21,Fase de grupos,G,Bélgica,Irã,SoFi Stadium,Los Angeles,Estados Unidos,2026-06-21T19:00:00+00:00,2026-06-21T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-21T22:30:00+00:00,2026-06-21T23:00:00+00:00,False,0,0,Empate,NA,NA
37,2026-06-21,Fase de grupos,H,Uruguai,Cabo Verde,Hard Rock Stadium,Miami,Estados Unidos,2026-06-21T22:00:00+00:00,2026-06-21T20:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-22T01:30:00+00:00,2026-06-22T02:00:00+00:00,False,2,2,Empate,NA,NA
40,2026-06-21,Fase de grupos,G,Nova Zelândia,Egito,BC Place,Vancouver,Canadá,2026-06-22T01:00:00+00:00,2026-06-21T23:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-22T04:30:00+00:00,2026-06-22T05:00:00+00:00,False,1,3,Egito,NA,NA
43,2026-06-22,Fase de grupos,J,Argentina,Áustria,AT&T Stadium,Dallas,Estados Unidos,2026-06-22T17:00:00+00:00,2026-06-22T15:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-22T20:30:00+00:00,2026-06-22T21:00:00+00:00,False,2,0,Argentina,NA,NA
42,2026-06-22,Fase de grupos,I,França,Iraque,Lincoln Financial Field,Philadelphia,Estados Unidos,2026-06-22T21:00:00+00:00,2026-06-22T19:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-23T00:30:00+00:00,2026-06-23T01:00:00+00:00,False,3,0,França,NA,NA
41,2026-06-22,Fase de grupos,I,Noruega,Senegal,MetLife Stadium,New York/New Jersey,Estados Unidos,2026-06-23T00:00:00+00:00,2026-06-22T22:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-23T03:30:00+00:00,2026-06-23T04:00:00+00:00,False,3,2,Noruega,NA,NA
44,2026-06-22,Fase de grupos,J,Jordânia,Argélia,Levi's Stadium,San Francisco Bay Area,Estados Unidos,2026-06-23T03:00:00+00:00,2026-06-23T01:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-23T06:30:00+00:00,2026-06-23T07:00:00+00:00,False,1,2,Argélia,NA,NA
47,2026-06-23,Fase de grupos,K,Portugal,Uzbequistão,NRG Stadium,Houston,Estados Unidos,2026-06-23T17:00:00+00:00,2026-06-23T15:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-23T20:30:00+00:00,2026-06-23T21:00:00+00:00,False,5,0,Portugal,NA,NA
45,2026-06-23,Fase de grupos,L,Inglaterra,Gana,Gillette Stadium,Boston,Estados Unidos,2026-06-23T20:00:00+00:00,2026-06-23T18:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-23T23:30:00+00:00,2026-06-24T00:00:00+00:00,False,0,0,Empate,NA,NA
46,2026-06-23,Fase de grupos,L,Panamá,Croácia,BMO Field,Toronto,Canadá,2026-06-23T23:00:00+00:00,2026-06-23T21:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-24T02:30:00+00:00,2026-06-24T03:00:00+00:00,False,0,1,Croácia,NA,NA
48,2026-06-23,Fase de grupos,K,Colômbia,RD Congo,Estadio Akron,Guadalajara,México,2026-06-24T02:00:00+00:00,2026-06-24T00:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-24T05:30:00+00:00,2026-06-24T06:00:00+00:00,False,1,0,Colômbia,NA,NA
51,2026-06-24,Fase de grupos,B,Suíça,Canadá,BC Place,Vancouver,Canadá,2026-06-24T19:00:00+00:00,2026-06-24T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-24T22:30:00+00:00,2026-06-24T23:00:00+00:00,False,2,1,Suíça,NA,NA
52,2026-06-24,Fase de grupos,B,Bósnia e Herzegovina,Catar,Lumen Field,Seattle,Estados Unidos,2026-06-24T19:00:00+00:00,2026-06-24T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-24T22:30:00+00:00,2026-06-24T23:00:00+00:00,False,3,1,Bósnia e Herzegovina,NA,NA
49,2026-06-24,Fase de grupos,C,Escócia,Brasil,Hard Rock Stadium,Miami,Estados Unidos,2026-06-24T22:00:00+00:00,2026-06-24T20:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-25T01:30:00+00:00,2026-06-25T02:00:00+00:00,False,0,3,Brasil,NA,NA
50,2026-06-24,Fase de grupos,C,Marrocos,Haiti,Mercedes-Benz Stadium,Atlanta,Estados Unidos,2026-06-24T22:00:00+00:00,2026-06-24T20:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-25T01:30:00+00:00,2026-06-25T02:00:00+00:00,False,4,2,Marrocos,NA,NA
53,2026-06-24,Fase de grupos,A,Tchéquia,México,Estadio Azteca,Mexico City,México,2026-06-25T01:00:00+00:00,2026-06-24T23:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-25T04:30:00+00:00,2026-06-25T05:00:00+00:00,False,0,3,México,NA,NA
54,2026-06-24,Fase de grupos,A,África do Sul,Coreia do Sul,Estadio BBVA,Monterrey,México,2026-06-25T01:00:00+00:00,2026-06-24T23:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-25T04:30:00+00:00,2026-06-25T05:00:00+00:00,False,1,0,África do Sul,NA,NA
55,2026-06-25,Fase de grupos,E,Curaçao,Costa do Marfim,Lincoln Financial Field,Philadelphia,Estados Unidos,2026-06-25T20:00:00+00:00,2026-06-25T18:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-25T23:30:00+00:00,2026-06-26T00:00:00+00:00,False,0,2,Costa do Marfim,NA,NA
56,2026-06-25,Fase de grupos,E,Equador,Alemanha,MetLife Stadium,New York/New Jersey,Estados Unidos,2026-06-25T20:00:00+00:00,2026-06-25T18:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-25T23:30:00+00:00,2026-06-26T00:00:00+00:00,False,2,1,Equador,NA,NA
57,2026-06-25,Fase de grupos,F,Japão,Suécia,AT&T Stadium,Dallas,Estados Unidos,2026-06-25T23:00:00+00:00,2026-06-25T21:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-26T02:30:00+00:00,2026-06-26T03:00:00+00:00,False,1,1,Empate,NA,NA
58,2026-06-25,Fase de grupos,F,Tunísia,Países Baixos,Arrowhead Stadium,Kansas City,Estados Unidos,2026-06-25T23:00:00+00:00,2026-06-25T21:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-26T02:30:00+00:00,2026-06-26T03:00:00+00:00,False,1,3,Países Baixos,NA,NA
59,2026-06-25,Fase de grupos,D,Turquia,Estados Unidos,SoFi Stadium,Los Angeles,Estados Unidos,2026-06-26T02:00:00+00:00,2026-06-26T00:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-26T05:30:00+00:00,2026-06-26T06:00:00+00:00,False,3,2,Turquia,NA,NA
60,2026-06-25,Fase de grupos,D,Paraguai,Austrália,Levi's Stadium,San Francisco Bay Area,Estados Unidos,2026-06-26T02:00:00+00:00,2026-06-26T00:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-26T05:30:00+00:00,2026-06-26T06:00:00+00:00,False,0,0,Empate,NA,NA
61,2026-06-26,Fase de grupos,I,Noruega,França,Gillette Stadium,Boston,Estados Unidos,2026-06-26T19:00:00+00:00,2026-06-26T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-26T22:30:00+00:00,2026-06-26T23:00:00+00:00,False,1,4,França,NA,NA
62,2026-06-26,Fase de grupos,I,Senegal,Iraque,BMO Field,Toronto,Canadá,2026-06-26T19:00:00+00:00,2026-06-26T17:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-26T22:30:00+00:00,2026-06-26T23:00:00+00:00,False,5,0,Senegal,NA,NA
65,2026-06-26,Fase de grupos,H,Cabo Verde,Arábia Saudita,NRG Stadium,Houston,Estados Unidos,2026-06-27T00:00:00+00:00,2026-06-26T22:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-27T03:30:00+00:00,2026-06-27T04:00:00+00:00,False,0,0,Empate,NA,NA
66,2026-06-26,Fase de grupos,H,Uruguai,Espanha,Estadio Akron,Guadalajara,México,2026-06-27T00:00:00+00:00,2026-06-26T22:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-27T03:30:00+00:00,2026-06-27T04:00:00+00:00,False,0,1,Espanha,NA,NA
63,2026-06-26,Fase de grupos,G,Egito,Irã,Lumen Field,Seattle,Estados Unidos,2026-06-27T03:00:00+00:00,2026-06-27T01:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-27T06:30:00+00:00,2026-06-27T07:00:00+00:00,False,1,1,Empate,NA,NA
64,2026-06-26,Fase de grupos,G,Nova Zelândia,Bélgica,BC Place,Vancouver,Canadá,2026-06-27T03:00:00+00:00,2026-06-27T01:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-27T06:30:00+00:00,2026-06-27T07:00:00+00:00,False,1,5,Bélgica,NA,NA
67,2026-06-27,Fase de grupos,L,Panamá,Inglaterra,MetLife Stadium,New York/New Jersey,Estados Unidos,2026-06-27T21:00:00+00:00,2026-06-27T19:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-28T00:30:00+00:00,2026-06-28T01:00:00+00:00,False,0,2,Inglaterra,NA,NA
68,2026-06-27,Fase de grupos,L,Croácia,Gana,Lincoln Financial Field,Philadelphia,Estados Unidos,2026-06-27T21:00:00+00:00,2026-06-27T19:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-28T00:30:00+00:00,2026-06-28T01:00:00+00:00,False,2,1,Croácia,NA,NA
71,2026-06-27,Fase de grupos,K,Colômbia,Portugal,Hard Rock Stadium,Miami,Estados Unidos,2026-06-27T23:30:00+00:00,2026-06-27T21:30:00+00:00,2026-06-11T03:59:59+00:00,2026-06-28T03:00:00+00:00,2026-06-28T03:30:00+00:00,False,0,0,Empate,NA,NA
72,2026-06-27,Fase de grupos,K,RD Congo,Uzbequistão,Mercedes-Benz Stadium,Atlanta,Estados Unidos,2026-06-27T23:30:00+00:00,2026-06-27T21:30:00+00:00,2026-06-11T03:59:59+00:00,2026-06-28T03:00:00+00:00,2026-06-28T03:30:00+00:00,False,3,1,RD Congo,NA,NA
69,2026-06-27,Fase de grupos,J,Argélia,Áustria,Arrowhead Stadium,Kansas City,Estados Unidos,2026-06-28T02:00:00+00:00,2026-06-28T00:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-28T05:30:00+00:00,2026-06-28T06:00:00+00:00,False,3,3,Empate,NA,NA
70,2026-06-27,Fase de grupos,J,Jordânia,Argentina,AT&T Stadium,Dallas,Estados Unidos,2026-06-28T02:00:00+00:00,2026-06-28T00:00:00+00:00,2026-06-11T03:59:59+00:00,2026-06-28T05:30:00+00:00,2026-06-28T06:00:00+00:00,False,1,3,Argentina,NA,NA
73,2026-06-28,16 avos de final,NA,África do Sul,Canadá,SoFi Stadium,Los Angeles,Estados Unidos,2026-06-28T19:00:00+00:00,2026-06-28T17:00:00+00:00,2026-06-28T03:00:00+00:00,2026-06-28T23:30:00+00:00,2026-06-29T00:00:00+00:00,True,0,1,Canadá,NA,NA
76,2026-06-29,16 avos de final,NA,Brasil,Japão,NRG Stadium,Houston,Estados Unidos,2026-06-29T17:00:00+00:00,2026-06-29T15:00:00+00:00,2026-06-28T03:00:00+00:00,2026-06-29T21:30:00+00:00,2026-06-29T22:00:00+00:00,True,2,1,Brasil,NA,NA
74,2026-06-29,16 avos de final,NA,Alemanha,Paraguai,Gillette Stadium,Boston,Estados Unidos,2026-06-29T20:30:00+00:00,2026-06-29T18:30:00+00:00,2026-06-28T03:00:00+00:00,2026-06-30T01:00:00+00:00,2026-06-30T01:30:00+00:00,True,1,1,Paraguai,3-4,Paraguai
75,2026-06-29,16 avos de final,NA,Países Baixos,Marrocos,Estadio BBVA,Monterrey,México,2026-06-30T01:00:00+00:00,2026-06-29T23:00:00+00:00,2026-06-28T03:00:00+00:00,2026-06-30T05:30:00+00:00,2026-06-30T06:00:00+00:00,True,1,1,Marrocos,2-3,Marrocos
78,2026-06-30,16 avos de final,NA,Costa do Marfim,Noruega,AT&T Stadium,Dallas,Estados Unidos,2026-06-30T17:00:00+00:00,2026-06-30T15:00:00+00:00,2026-06-28T03:00:00+00:00,2026-06-30T21:30:00+00:00,2026-06-30T22:00:00+00:00,True,1,2,Noruega,NA,NA
77,2026-06-30,16 avos de final,NA,França,Suécia,MetLife Stadium,New York/New Jersey,Estados Unidos,2026-06-30T21:00:00+00:00,2026-06-30T19:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-01T01:30:00+00:00,2026-07-01T02:00:00+00:00,True,3,0,França,NA,NA
79,2026-06-30,16 avos de final,NA,México,Equador,Estadio Azteca,Mexico City,México,2026-07-01T01:00:00+00:00,2026-06-30T23:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-01T05:30:00+00:00,2026-07-01T06:00:00+00:00,True,2,0,México,NA,NA
80,2026-07-01,16 avos de final,NA,Inglaterra,RD Congo,Mercedes-Benz Stadium,Atlanta,Estados Unidos,2026-07-01T16:00:00+00:00,2026-07-01T14:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-01T20:30:00+00:00,2026-07-01T21:00:00+00:00,True,2,1,Inglaterra,NA,NA
82,2026-07-01,16 avos de final,NA,Bélgica,Senegal,Lumen Field,Seattle,Estados Unidos,2026-07-01T20:00:00+00:00,2026-07-01T18:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-02T00:30:00+00:00,2026-07-02T01:00:00+00:00,True,3,2,Bélgica,NA,NA
81,2026-07-01,16 avos de final,NA,Estados Unidos,Bósnia e Herzegovina,Levi's Stadium,San Francisco Bay Area,Estados Unidos,2026-07-02T00:00:00+00:00,2026-07-01T22:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-02T04:30:00+00:00,2026-07-02T05:00:00+00:00,True,2,0,Estados Unidos,NA,NA
84,2026-07-02,16 avos de final,NA,Espanha,Áustria,SoFi Stadium,Los Angeles,Estados Unidos,2026-07-02T19:00:00+00:00,2026-07-02T17:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-02T23:30:00+00:00,2026-07-03T00:00:00+00:00,True,3,0,Espanha,NA,NA
83,2026-07-02,16 avos de final,NA,Portugal,Croácia,BMO Field,Toronto,Canadá,2026-07-02T23:00:00+00:00,2026-07-02T21:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-03T03:30:00+00:00,2026-07-03T04:00:00+00:00,True,2,1,Portugal,NA,NA
85,2026-07-02,16 avos de final,NA,Suíça,Argélia,BC Place,Vancouver,Canadá,2026-07-03T03:00:00+00:00,2026-07-03T01:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-03T07:30:00+00:00,2026-07-03T08:00:00+00:00,True,2,0,Suíça,NA,NA
88,2026-07-03,16 avos de final,NA,Austrália,Egito,AT&T Stadium,Dallas,Estados Unidos,2026-07-03T18:00:00+00:00,2026-07-03T16:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-03T22:30:00+00:00,2026-07-03T23:00:00+00:00,True,1,1,Egito,2-4,Egito
86,2026-07-03,16 avos de final,NA,Argentina,Cabo Verde,Hard Rock Stadium,Miami,Estados Unidos,2026-07-03T22:00:00+00:00,2026-07-03T20:00:00+00:00,2026-06-28T03:00:00+00:00,2026-07-04T02:30:00+00:00,2026-07-04T03:00:00+00:00,True,3,2,Argentina,NA,NA
87,2026-07-03,16 avos de final,NA,Colômbia,Gana,Arrowhead Stadium,Kansas City,Estados Unidos,2026-07-04T01:30:00+00:00,2026-07-03T23:30:00+00:00,2026-06-28T03:00:00+00:00,2026-07-04T06:00:00+00:00,2026-07-04T06:30:00+00:00,True,1,0,Colômbia,NA,NA
90,2026-07-04,Oitavas de final,NA,Canadá,Marrocos,NRG Stadium,Houston,Estados Unidos,2026-07-04T17:00:00+00:00,2026-07-04T15:00:00+00:00,2026-06-30T05:30:00+00:00,2026-07-04T21:30:00+00:00,2026-07-04T22:00:00+00:00,True,0,3,Marrocos,NA,NA
