competition_id,season,match_id,jogo_original_fonte,espn_event_id,official_id,official,role,source,source_collected_at,available_at,temporal_status
world_cup_2026,2026,11,11,760425,,Ismail Elfath,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760425,2026-07-20T17:24:01.474354+00:00,2026-07-20T17:24:01.474354+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,12,12,760424,,Yael Falcón Pérez,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760424,2026-07-20T17:24:10.784768+00:00,2026-07-20T17:24:10.784768+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,13,13,760429,,Maurizio Mariani,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760429,2026-07-20T17:24:22.676030+00:00,2026-07-20T17:24:22.676030+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,14,14,760428,,Adham Mohammad,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428,2026-07-20T17:24:13.522718+00:00,2026-07-20T17:24:13.522718+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,15,15,760427,,César Arturo Ramos Palazuelos,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760427,2026-07-20T17:24:25.550979+00:00,2026-07-20T17:24:25.550979+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,16,16,760426,,Ramon Abatti Abel,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760426,2026-07-20T17:24:17.714516+00:00,2026-07-20T17:24:17.714516+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,17,17,760432,,Alireza Faghani,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760432,2026-07-20T17:24:27.706970+00:00,2026-07-20T17:24:27.706970+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,18,18,760430,,Pierre Atcho,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760430,2026-07-20T17:24:31.504095+00:00,2026-07-20T17:24:31.504095+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,19,19,760433,,Szymon Marciniak,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760433,2026-07-20T17:24:34.091253+00:00,2026-07-20T17:24:34.091253+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,20,20,760431,,Beida Damane,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760431,2026-07-20T17:24:39.100889+00:00,2026-07-20T17:24:39.100889+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,21,21,760434,,Glenn Nyberg,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760434,2026-07-20T17:24:52.053832+00:00,2026-07-20T17:24:52.053832+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,22,22,760437,,Clément Turpin,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760437,2026-07-20T17:24:47.087276+00:00,2026-07-20T17:24:47.087276+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,23,23,760435,,Abdulrahman Al-Jassim,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760435,2026-07-20T17:24:44.178721+00:00,2026-07-20T17:24:44.178721+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,24,24,760436,,Anthony Taylor,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760436,2026-07-20T17:24:55.490007+00:00,2026-07-20T17:24:55.490007+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,25,25,760438,,Tori Penso,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760438,2026-07-20T17:24:58.319958+00:00,2026-07-20T17:24:58.319958+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,26,26,760439,,João Pinheiro,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760439,2026-07-20T17:25:02.413278+00:00,2026-07-20T17:25:02.413278+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,27,27,760440,,Cristián Garay,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760440,2026-07-20T17:25:06.078998+00:00,2026-07-20T17:25:06.078998+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,28,28,760441,,Gustavo Tejera,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760441,2026-07-20T17:25:08.545460+00:00,2026-07-20T17:25:08.545460+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,29,29,760444,,Alejandro José Hernández Hernández,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760444,2026-07-20T17:25:21.567150+00:00,2026-07-20T17:25:21.567150+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,30,30,760445,,Ilgiz Tantashev,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760445,2026-07-20T17:25:16.930130+00:00,2026-07-20T17:25:16.930130+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,31,31,760443,,Iván Arcides Barton Cisneros,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760443,2026-07-20T17:25:26.221442+00:00,2026-07-20T17:25:26.221442+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,32,32,760442,,Felix Zwayer,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760442,2026-07-20T17:25:12.759684+00:00,2026-07-20T17:25:12.759684+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,33,33,760448,,Juan Gabriel Benítez,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760448,2026-07-20T17:25:31.370164+00:00,2026-07-20T17:25:31.370164+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,34,34,760446,,Ma Ning,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760446,2026-07-20T17:25:33.971278+00:00,2026-07-20T17:25:33.971278+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,35,35,760447,,Michael Oliver,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760447,2026-07-20T17:25:28.659814+00:00,2026-07-20T17:25:28.659814+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,36,36,760449,,Istvan Kovacs,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760449,2026-07-20T17:25:37.074723+00:00,2026-07-20T17:25:37.074723+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,37,37,760450,,Espen Eskas,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760450,2026-07-20T17:25:47.248603+00:00,2026-07-20T17:25:47.248603+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,38,38,760453,,Raphael Claus,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760453,2026-07-20T17:25:42.558903+00:00,2026-07-20T17:25:42.558903+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,39,39,760451,,Dario Herrera,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760451,2026-07-20T17:25:44.932951+00:00,2026-07-20T17:25:44.932951+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,40,40,760452,,Omar Al Ali,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760452,2026-07-20T17:25:51.504094+00:00,2026-07-20T17:25:51.504094+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,41,41,760454,,Wilton Pereira Sampaio,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760454,2026-07-20T17:26:03.426464+00:00,2026-07-20T17:26:03.426464+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,42,42,760457,,Drew Fischer,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760457,2026-07-20T17:25:58.818609+00:00,2026-07-20T17:25:58.818609+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,43,43,760456,,Amin Omar,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760456,2026-07-20T17:25:55.176013+00:00,2026-07-20T17:25:55.176013+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,44,44,760455,,Slavko Vincici,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760455,2026-07-20T17:26:08.752642+00:00,2026-07-20T17:26:08.752642+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,45,45,760458,,"Martínez, Héctor",Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760458,2026-07-20T17:26:15.130880+00:00,2026-07-20T17:26:15.130880+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,46,46,760460,,Pierre Atcho,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760460,2026-07-20T17:26:19.179680+00:00,2026-07-20T17:26:19.179680+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,47,47,760461,,Jalal Jayed,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,2026-07-20T17:26:11.500380+00:00,2026-07-20T17:26:11.500380+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,48,48,760459,,Maurizio Mariani,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760459,2026-07-20T17:26:21.343672+00:00,2026-07-20T17:26:21.343672+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,49,49,760465,,César Arturo Ramos Palazuelos,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760465,2026-07-20T17:26:39.887586+00:00,2026-07-20T17:26:39.887586+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,50,50,760464,,Danny Makkelie,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760464,2026-07-20T17:26:34.802747+00:00,2026-07-20T17:26:34.802747+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,51,51,760463,,Ramon Abatti Abel,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760463,2026-07-20T17:26:30.682537+00:00,2026-07-20T17:26:30.682537+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,52,52,760462,,Jesús Valenzuela,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760462,2026-07-20T17:26:25.453719+00:00,2026-07-20T17:26:25.453719+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,53,53,760467,,Yael Falcón Pérez,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760467,2026-07-20T17:26:49.351395+00:00,2026-07-20T17:26:49.351395+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,54,54,760466,,Facundo Tello,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760466,2026-07-20T17:26:44.145418+00:00,2026-07-20T17:26:44.145418+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,55,55,760473,,Glenn Nyberg,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760473,2026-07-20T17:26:57.353860+00:00,2026-07-20T17:26:57.353860+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,56,56,760468,,Tori Penso,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760468,2026-07-20T17:26:53.375486+00:00,2026-07-20T17:26:53.375486+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,57,57,760471,,Iván Arcides Barton Cisneros,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760471,2026-07-20T17:27:01.093948+00:00,2026-07-20T17:27:01.093948+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,58,58,760472,,Katia Itzel García,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760472,2026-07-20T17:27:04.713367+00:00,2026-07-20T17:27:04.713367+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,59,59,760470,,Mustapha Ghorbal,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760470,2026-07-20T17:27:12.024215+00:00,2026-07-20T17:27:12.024215+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,60,60,760469,,Clément Turpin,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760469,2026-07-20T17:27:08.367048+00:00,2026-07-20T17:27:08.367048+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,61,61,760475,,Michael Oliver,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760475,2026-07-20T17:27:21.543472+00:00,2026-07-20T17:27:21.543472+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,62,62,760474,,Anthony Taylor,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,2026-07-20T17:27:16.344771+00:00,2026-07-20T17:27:16.344771+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,63,63,760476,,Szymon Marciniak,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760476,2026-07-20T17:27:34.958932+00:00,2026-07-20T17:27:34.958932+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,64,64,760477,,Adham Mohammad,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760477,2026-07-20T17:27:38.942860+00:00,2026-07-20T17:27:38.942860+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,65,65,760478,,Francois Letexier,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760478,2026-07-20T17:27:25.196671+00:00,2026-07-20T17:27:25.196671+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,66,66,760479,,Ismail Elfath,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760479,2026-07-20T17:27:30.480928+00:00,2026-07-20T17:27:30.480928+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,67,67,760485,,Abdulrahman Al-Jassim,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760485,2026-07-20T17:27:46.112200+00:00,2026-07-20T17:27:46.112200+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,68,68,760480,,Drew Fischer,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760480,2026-07-20T17:27:42.327018+00:00,2026-07-20T17:27:42.327018+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,69,69,760484,,Ilgiz Tantashev,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760484,2026-07-20T17:28:00.518703+00:00,2026-07-20T17:28:00.518703+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,70,70,760483,,Istvan Kovacs,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760483,2026-07-20T17:27:56.043353+00:00,2026-07-20T17:27:56.043353+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,71,71,760481,,Alireza Faghani,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760481,2026-07-20T17:27:49.679479+00:00,2026-07-20T17:27:49.679479+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,72,72,760482,,Felix Zwayer,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760482,2026-07-20T17:27:53.500095+00:00,2026-07-20T17:27:53.500095+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,73,73,760486,,João Pinheiro,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760486,2026-07-20T17:28:04.620155+00:00,2026-07-20T17:28:04.620155+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,74,74,760489,,Jalal Jayed,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760489,2026-07-20T17:28:13.603755+00:00,2026-07-20T17:28:13.603755+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,75,75,760488,,Wilton Pereira Sampaio,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760488,2026-07-20T17:28:18.175589+00:00,2026-07-20T17:28:18.175589+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,76,76,760487,,Maurizio Mariani,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760487,2026-07-20T17:28:08.947217+00:00,2026-07-20T17:28:08.947217+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,77,77,760492,,Danny Makkelie,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760492,2026-07-20T17:28:24.445723+00:00,2026-07-20T17:28:24.445723+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,78,78,760490,,Jesús Valenzuela,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760490,2026-07-20T17:28:20.375409+00:00,2026-07-20T17:28:20.375409+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,79,79,760491,,Slavko Vincici,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760491,2026-07-20T17:28:27.668536+00:00,2026-07-20T17:28:27.668536+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,80,80,760495,,Adham Mohammad,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760495,2026-07-20T17:28:32.252101+00:00,2026-07-20T17:28:32.252101+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,81,81,760494,,Raphael Claus,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760494,2026-07-20T17:28:39.220217+00:00,2026-07-20T17:28:39.220217+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,82,82,760493,,"Martínez, Héctor",Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760493,2026-07-20T17:28:35.560516+00:00,2026-07-20T17:28:35.560516+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,83,83,760496,,Espen Eskas,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760496,2026-07-20T17:28:46.145635+00:00,2026-07-20T17:28:46.145635+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,84,84,760497,,Glenn Nyberg,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760497,2026-07-20T17:28:43.572620+00:00,2026-07-20T17:28:43.572620+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,85,85,760498,,Yael Falcón Pérez,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760498,2026-07-20T17:28:50.778572+00:00,2026-07-20T17:28:50.778572+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,86,86,760500,,Drew Fischer,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760500,2026-07-20T17:28:56.648979+00:00,2026-07-20T17:28:56.648979+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,87,87,760501,,Clément Turpin,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760501,2026-07-20T17:29:01.265258+00:00,2026-07-20T17:29:01.265258+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,88,88,760499,,Gustavo Tejera,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760499,2026-07-20T17:28:54.518506+00:00,2026-07-20T17:28:54.518506+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,89,90,760503,,Ilgiz Tantashev,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760503,2026-07-20T17:29:08.559500+00:00,2026-07-20T17:29:08.559500+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,90,89,760502,,Michael Oliver,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760502,2026-07-20T17:29:05.524762+00:00,2026-07-20T17:29:05.524762+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,91,91,760504,,Ismail Elfath,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760504,2026-07-20T17:29:10.736925+00:00,2026-07-20T17:29:10.736925+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,92,92,760505,,Alireza Faghani,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760505,2026-07-20T17:29:14.133727+00:00,2026-07-20T17:29:14.133727+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,93,93,760506,,Anthony Taylor,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760506,2026-07-20T17:29:17.894003+00:00,2026-07-20T17:29:17.894003+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,94,94,760507,,Adham Mohammad,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760507,2026-07-20T17:29:22.170911+00:00,2026-07-20T17:29:22.170911+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,95,95,760509,,Francois Letexier,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760509,2026-07-20T17:29:26.982008+00:00,2026-07-20T17:29:26.982008+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,96,96,760508,,Iván Arcides Barton Cisneros,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760508,2026-07-20T17:29:29.903133+00:00,2026-07-20T17:29:29.903133+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,97,97,760510,,Facundo Tello,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760510,2026-07-20T17:29:34.655636+00:00,2026-07-20T17:29:34.655636+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,98,98,760511,,Michael Oliver,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760511,2026-07-20T17:29:38.257564+00:00,2026-07-20T17:29:38.257564+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,99,99,760512,,Clément Turpin,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760512,2026-07-20T17:29:41.757875+00:00,2026-07-20T17:29:41.757875+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,100,100,760513,,João Pinheiro,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760513,2026-07-20T17:29:45.719105+00:00,2026-07-20T17:29:45.719105+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,101,101,760514,,Iván Arcides Barton Cisneros,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760514,2026-07-20T17:29:48.008500+00:00,2026-07-20T17:29:48.008500+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,102,102,760515,,Ismail Elfath,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760515,2026-07-20T17:29:53.129276+00:00,2026-07-20T17:29:53.129276+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,103,103,760516,,Jesús Valenzuela,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760516,2026-07-20T17:29:57.248086+00:00,2026-07-20T17:29:57.248086+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,104,104,760517,,Slavko Vincici,Referee,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760517,2026-07-20T17:30:01.197018+00:00,2026-07-20T17:30:01.197018+00:00,POST_MATCH_BACKFILLED_FACT
