competition_id,season,match_id,jogo_original_fonte,espn_event_id,team,team_espn,player_id,athlete_id,player_name,jersey,position,starter,active,subbed_in,subbed_out,captain,minutes,goals,assists,shots,xg,xa,rating,stat_appearances,stat_foulscommitted,stat_foulssuffered,stat_owngoals,stat_redcards,stat_subins,stat_yellowcards,stat_goalsconceded,stat_saves,stat_shotsfaced,stat_shotsontarget,stat_offsides,source,source_collected_at,temporal_status
world_cup_2026,2026,1,1,760415,México,Mexico,espn:303577,303577,Brian Gutiérrez,26,CM-R,True,True,False,True,,NA,0.0,0.0,4.0,NA,NA,NA,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.203048+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:178746,178746,Jorge Sánchez,2,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.208083+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:241627,241627,Edson Álvarez,4,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207923+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:242614,242614,Luis Romo,7,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.203835+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:229487,229487,Alexis Vega,10,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207253+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:260775,260775,Santiago Gimenez,11,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.206933+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:236368,236368,Carlos Acevedo,12,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.204319+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:137038,137038,Guillermo Ochoa,13,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.204172+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:376110,376110,Armando González,14,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207594+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:207011,207011,Orbelín Pineda,17,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.208244+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:318554,318554,Obed Vargas,18,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207096+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:389575,389575,Gilberto Mora,19,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207762+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:379193,379193,Mateo Chávez,20,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.206757+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:265969,265969,César Huerta,21,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.204009+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:193566,193566,Guillermo Martínez,22,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207409+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,México,Mexico,espn:104497,104497,Luis Chávez,24,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.206572+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:196230,196230,Ronwen Williams,1,G,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.208416+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:256691,256691,Teboho Mokoena,4,CM-R,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211930+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:223818,223818,Aubrey Modiba,6,LB,True,True,False,True,,NA,0.0,0.0,1.0,NA,NA,NA,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,1.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211238+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:264751,264751,Lyle Foster,9,CF-L,True,True,False,True,,NA,0.0,0.0,1.0,NA,NA,NA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.212097+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:228595,228595,Sphephelo Sithole,13,CM,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211599+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:400594,400594,Mbekezeli Mbokazi,14,CD-L,True,True,False,False,,NA,0.0,0.0,1.0,NA,NA,NA,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.210893+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:291141,291141,Iqraam Rayners,15,CF-R,True,True,False,True,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.212258+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:266125,266125,Nkosinathi Sibisi,19,CD-R,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211066+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:276767,276767,Khuliso Mudau,20,RB,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211415+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:358744,358744,Ime Okon,21,CD,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.210721+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:304736,304736,Jayden Adams,23,CM-L,True,True,False,True,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211760+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:365623,365623,Thabang Matuludi,2,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215462+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:390448,390448,Khulumani Ndamane,3,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215271+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:301321,301321,Thalente Mbatha,5,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215958+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:288771,288771,Oswin Appollis,7,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.214546+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:313399,313399,Tshepang Moremi,8,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.218787+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:361211,361211,Relebohile Mofokeng,10,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215799+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:157046,157046,Themba Zwane,11,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.214928+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:335450,335450,Thapelo Maseko,12,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.218587+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:265713,265713,Sipho Chaine,16,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.214761+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:303312,303312,Evidence Makgopa,17,SUB,False,True,True,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.218952+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:366883,366883,Samukele Kabini,18,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215634+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:186121,186121,Ricardo Goss,22,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.216124+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:351372,351372,Olwethu Makhanya,24,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.219131+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:337134,337134,Kamogelo Sebelebele,25,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215102+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:310593,310593,Bradley Cross,26,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.216294+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:175921,175921,Kim Seung-Gyu,1,G,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.775082+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:297788,297788,Lee Han-Beom,2,CD-R,True,True,False,False,,NA,0.0,0.0,1.0,NA,NA,NA,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.775717+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:345769,345769,Lee Gi-Hyuk,3,CD-L,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.775550+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:157688,157688,Kim Min-Jae,4,CD,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.775281+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:280061,280061,Hwang In-Beom,6,CM-R,True,True,False,True,,NA,1.0,1.0,3.0,NA,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,2.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.776052+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:149945,149945,Son Heung-Min,7,F,True,True,False,True,,NA,0.0,0.0,6.0,NA,NA,NA,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.778393+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:256598,256598,Paik Seung-Ho,8,CM-L,True,True,False,True,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.775887+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:134103,134103,Lee Jae-Sung,10,CF-L,True,True,False,True,,NA,0.0,0.0,2.0,NA,NA,NA,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.778602+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:297270,297270,Lee Tae-Seok,13,LM,True,True,False,True,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.776217+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:274197,274197,Lee Kang-In,19,CF-R,True,True,False,False,,NA,0.0,1.0,1.0,NA,NA,NA,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.778768+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:302793,302793,Seol Young-Woo,22,RM,True,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.776382+00:00,POST_MATCH_BACKFILLED_FACT
world_cup_2026,2026,2,2,760414,Coreia do Sul,South Korea,espn:286268,286268,Kim Tae-Hyeon,5,SUB,False,True,False,False,,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760414,2026-07-20T17:23:33.779264+00:00,POST_MATCH_BACKFILLED_FACT
